LENGTH,RSI_LENGTH,RSI_LOWER_BOUND,RSI_UPPER_BOUND,MIN_BOUNCE_BARS,UPPER_MULTIPLIER,LOWER_MULTIPLIER,MIN_SLOPE_VALUE,MIN_TREND_DURATION,trades_per_day,win_rate,total_trades,wins,losses,final_capital,profit_percentage
50,14,20,60,3,3,3,4,70,1.3043478260869565,43.333333333333336,30,13,17,992338.5470943657,-0.7661452905634302
50,14,20,60,3,3,3,4,80,1.0869565217391304,48.0,25,12,13,996891.6027987311,-0.31083972012689337
50,14,20,60,3,3,3,5,30,4.3478260869565215,50.0,100,50,50,991017.2793606988,-0.8982720639301232
50,14,20,60,3,3,3,5,40,3.608695652173913,46.98795180722892,83,39,44,985819.3395379775,-1.4180660462022525
50,14,20,60,3,3,3,5,50,2.5652173913043477,45.76271186440678,59,27,32,988400.4733637044,-1.1599526636295603
50,14,20,60,3,3,3,5,60,1.565217391304348,44.44444444444444,36,16,20,991633.2073143073,-0.8366792685692663
50,14,20,60,3,3,3,5,70,1.173913043478261,40.74074074074074,27,11,16,991088.1520226353,-0.8911847977364669
50,14,20,60,3,3,3,5,80,1.0,47.82608695652174,23,11,12,996942.0532067342,-0.3057946793265757
50,14,20,60,3,3,3,6,30,4.434782608695652,49.01960784313725,102,50,52,988102.6316926923,-1.1897368307307712
50,14,20,60,3,3,3,6,40,3.4347826086956523,49.36708860759494,79,39,40,991514.8407080739,-0.8485159291926072
50,14,20,60,3,3,3,6,50,2.4347826086956523,48.214285714285715,56,27,29,992682.2934048711,-0.7317706595128868
50,14,20,60,3,3,3,6,60,1.4782608695652173,47.05882352941176,34,16,18,994520.6628071952,-0.5479337192804785
50,14,20,60,3,3,3,6,70,1.1304347826086956,42.30769230769231,26,11,15,992516.5417643838,-0.7483458235616214
50,14,20,60,3,3,3,6,80,1.0,47.82608695652174,23,11,12,996942.0532067342,-0.3057946793265757
50,14,20,60,3,3,3,7,30,4.304347826086956,48.484848484848484,99,48,51,987261.2947860485,-1.2738705213951529
50,14,20,60,3,3,3,7,40,3.260869565217391,46.666666666666664,75,35,40,986440.3657304731,-1.3559634269526926
50,14,20,60,3,3,3,7,50,2.4347826086956523,46.42857142857143,56,26,30,989927.913889452,-1.0072086110548
50,14,20,60,3,3,3,7,60,1.565217391304348,47.22222222222222,36,17,19,994331.2894776785,-0.5668710522321518
50,14,20,60,3,3,3,7,70,1.173913043478261,40.74074074074074,27,11,16,990945.3282313488,-0.9054671768651228
50,14,20,60,3,3,3,7,80,0.9565217391304348,50.0,22,11,11,998493.6737289684,-0.15063262710316339
50,14,20,60,3,3,3,8,30,4.086956521739131,47.87234042553192,94,45,49,986283.7283014673,-1.3716271698532743
50,14,20,60,3,3,3,8,40,3.0,44.927536231884055,69,31,38,984235.764057951,-1.576423594204895
50,14,20,60,3,3,3,8,50,2.217391304347826,45.09803921568628,51,23,28,988964.6066290205,-1.1035393370979465
50,14,20,60,3,3,3,8,60,1.391304347826087,43.75,32,14,18,991943.485607243,-0.8056514392756974
50,14,20,60,3,3,3,8,70,1.0434782608695652,37.5,24,9,15,989874.0219540611,-1.0125978045938886
50,14,20,60,3,3,3,8,80,0.8695652173913043,50.0,20,10,10,998728.8063952662,-0.1271193604733795
50,14,20,60,3,3,3,9,30,3.782608695652174,45.97701149425287,87,40,47,982637.3378849903,-1.7362662115009735
50,14,20,60,3,3,3,9,40,2.6956521739130435,43.54838709677419,62,27,35,983602.6961633782,-1.6397303836621808
50,14,20,60,3,3,3,9,50,1.9565217391304348,42.22222222222222,45,19,26,986788.0173960626,-1.3211982603937387
50,14,20,60,3,3,3,9,60,1.2608695652173914,44.827586206896555,29,13,16,993404.6504691191,-0.6595349530880921
50,14,20,60,3,3,3,9,70,1.0,39.130434782608695,23,9,14,991257.2360337873,-0.8742763966212748
50,14,20,60,3,3,3,9,80,0.8260869565217391,47.368421052631575,19,9,10,997419.8308668756,-0.25801691331244075
50,14,20,60,3,3,3,10,30,3.608695652173913,48.19277108433735,83,40,43,988777.6450986238,-1.1222354901376181
50,14,20,60,3,3,3,10,40,2.5652173913043477,45.76271186440678,59,27,32,988250.8441682716,-1.1749155831728364
50,14,20,60,3,3,3,10,50,1.7826086956521738,46.34146341463415,41,19,22,992921.0958938141,-0.7078904106185888
50,14,20,60,3,3,3,10,60,1.173913043478261,48.148148148148145,27,13,14,996534.5453486393,-0.3465454651360749
50,14,20,60,3,3,3,10,70,0.9130434782608695,42.857142857142854,21,9,12,994380.3651090179,-0.5619634890982066
50,14,20,60,3,3,3,10,80,0.782608695652174,50.0,18,9,9,998994.3964851322,-0.10056035148678347
50,14,20,60,4,3,3,4,30,2.6956521739130435,37.096774193548384,62,23,39,973173.0961400945,-2.682690385990555
50,14,20,60,4,3,3,4,40,1.9130434782608696,34.090909090909086,44,15,29,977556.0732983175,-2.24439267016825
50,14,20,60,4,3,3,4,50,1.565217391304348,36.11111111111111,36,13,23,983642.3438481753,-1.6357656151824749
50,14,20,60,4,3,3,4,60,0.9565217391304348,36.36363636363637,22,8,14,990097.2807605128,-0.9902719239487197
50,14,20,60,4,3,3,4,70,0.782608695652174,27.77777777777778,18,5,13,987716.2496416032,-1.2283750358396792
50,14,20,60,4,3,3,4,80,0.6521739130434783,33.33333333333333,15,5,10,992087.3866752953,-0.7912613324704696
50,14,20,60,4,3,3,5,30,2.6956521739130435,38.70967741935484,62,24,38,975855.9984218144,-2.414400157818559
50,14,20,60,4,3,3,5,40,1.826086956521739,35.714285714285715,42,15,27,980424.2937928434,-1.9575706207156647
50,14,20,60,4,3,3,5,50,1.434782608695652,39.39393939393939,33,13,20,987945.2083630689,-1.2054791636931128
50,14,20,60,4,3,3,5,60,0.8695652173913043,40.0,20,8,12,993002.2980682871,-0.6997701931712916
50,14,20,60,4,3,3,5,70,0.6956521739130435,31.25,16,5,11,990614.2808311997,-0.9385719168800278
50,14,20,60,4,3,3,5,80,0.6521739130434783,33.33333333333333,15,5,10,992087.3866752953,-0.7912613324704696
50,14,20,60,4,3,3,6,30,2.6956521739130435,43.54838709677419,62,27,35,984244.5842929753,-1.5755415707024747
50,14,20,60,4,3,3,6,40,1.826086956521739,38.095238095238095,42,16,26,983316.268100481,-1.6683731899518983
50,14,20,60,4,3,3,6,50,1.391304347826087,40.625,32,13,19,989641.7793186192,-1.035822068138083
50,14,20,60,4,3,3,6,60,0.8695652173913043,45.0,20,9,11,995935.6850517596,-0.4064314948240412
50,14,20,60,4,3,3,6,70,0.6956521739130435,37.5,16,6,10,993540.6134718038,-0.6459386528196163
50,14,20,60,4,3,3,6,80,0.6086956521739131,35.714285714285715,14,5,9,993634.0760951411,-0.6365923904858879
50,14,20,60,4,3,3,7,30,2.5652173913043477,42.3728813559322,59,25,34,983234.8152178456,-1.6765184782154392
50,14,20,60,4,3,3,7,40,1.7826086956521738,36.58536585365854,41,15,26,982026.6316952578,-1.7973368304742152
50,14,20,60,4,3,3,7,50,1.3478260869565217,38.70967741935484,31,12,19,988343.8468953056,-1.1656153104694442
50,14,20,60,4,3,3,7,60,0.8260869565217391,42.10526315789473,19,8,11,994629.4980614999,-0.5370501938500093
50,14,20,60,4,3,3,7,70,0.6521739130434783,33.33333333333333,15,5,10,992237.5676596196,-0.7762432340380386
50,14,20,60,4,3,3,7,80,0.5652173913043478,30.76923076923077,13,4,9,992331.0293106763,-0.7668970689323731
50,14,20,60,4,3,3,8,30,2.3043478260869565,37.735849056603776,53,20,33,978179.353259256,-2.1820646740744007
50,14,20,60,4,3,3,8,40,1.5217391304347827,31.428571428571427,35,11,24,979874.932268269,-2.012506773173099
50,14,20,60,4,3,3,8,50,1.173913043478261,33.33333333333333,27,9,18,986009.4457742139,-1.3990554225786123
50,14,20,60,4,3,3,8,60,0.6956521739130435,37.5,16,6,10,993493.0577461955,-0.6506942253804533
50,14,20,60,4,3,3,8,70,0.6086956521739131,35.714285714285715,14,5,9,993666.6382187778,-0.6333361781222163
50,14,20,60,4,3,3,8,80,0.5217391304347826,33.33333333333333,12,4,8,993760.2344780153,-0.6239765521984664
50,14,20,60,4,3,3,9,30,2.1739130434782608,36.0,50,18,32,976969.4536473218,-2.3030546352678214
50,14,20,60,4,3,3,9,40,1.5217391304347827,31.428571428571427,35,11,24,979868.6188465344,-2.01313811534656
50,14,20,60,4,3,3,9,50,1.173913043478261,33.33333333333333,27,9,18,986003.0928272606,-1.399690717273939
50,14,20,60,4,3,3,9,60,0.6956521739130435,37.5,16,6,10,993493.0577461955,-0.6506942253804533
50,14,20,60,4,3,3,9,70,0.6086956521739131,35.714285714285715,14,5,9,993666.6382187778,-0.6333361781222163
50,14,20,60,4,3,3,9,80,0.5217391304347826,33.33333333333333,12,4,8,993760.2344780153,-0.6239765521984664
50,14,20,60,4,3,3,10,30,2.0434782608695654,38.297872340425535,47,18,29,981148.9909373701,-1.8851009062629893
50,14,20,60,4,3,3,10,40,1.3478260869565217,32.25806451612903,31,10,21,982723.6215911602,-1.7276378408839812
50,14,20,60,4,3,3,10,50,1.0,34.78260869565217,23,8,15,988877.7190585935,-1.1122280941406497
50,14,20,60,4,3,3,10,60,0.6086956521739131,35.714285714285715,14,5,9,993587.5188246794,-0.6412481175320572
50,14,20,60,4,3,3,10,70,0.5652173913043478,30.76923076923077,13,4,9,992309.4492680181,-0.7690550731981872
50,14,20,60,4,3,3,10,80,0.4782608695652174,27.27272727272727,11,3,8,992402.9176898059,-0.759708231019415
50,14,20,60,5,3,3,4,30,1.173913043478261,55.55555555555556,27,15,12,1001848.9414314961,0.18489414314960595
50,14,20,60,5,3,3,4,40,0.6956521739130435,62.5,16,10,6,1004252.2273666724,0.4252227366672363
50,14,20,60,5,3,3,4,50,0.6086956521739131,64.28571428571429,14,9,5,1004320.3966273748,0.4320396627374808
50,14,20,60,5,3,3,4,60,0.391304347826087,55.55555555555556,9,5,4,1000786.6667978709,0.07866667978708865
50,14,20,60,5,3,3,4,70,0.34782608695652173,62.5,8,5,3,1002251.5154970506,0.2251515497050597
50,14,20,60,5,3,3,4,80,0.30434782608695654,57.14285714285714,7,4,3,1000937.9744149855,0.09379744149855106
50,14,20,60,5,3,3,5,30,1.1304347826086956,53.84615384615385,26,14,12,1000535.9279590832,0.05359279590832302
50,14,20,60,5,3,3,5,40,0.6521739130434783,60.0,15,9,6,1002936.0641711022,0.2936064171102247
50,14,20,60,5,3,3,5,50,0.5652173913043478,61.53846153846154,13,8,5,1003004.1440898352,0.300414408983523
50,14,20,60,5,3,3,5,60,0.34782608695652173,50.0,8,4,4,999475.0455322547,-0.05249544677452649
50,14,20,60,5,3,3,5,70,0.30434782608695654,57.14285714285714,7,4,3,1000937.9744149855,0.09379744149855106
50,14,20,60,5,3,3,5,80,0.30434782608695654,57.14285714285714,7,4,3,1000937.9744149855,0.09379744149855106
50,14,20,60,5,3,3,6,30,1.1304347826086956,53.84615384615385,26,14,12,1000539.7218901339,0.0539721890133922
50,14,20,60,5,3,3,6,40,0.6521739130434783,60.0,15,9,6,1002939.8672032265,0.2939867203226546
50,14,20,60,5,3,3,6,50,0.5652173913043478,61.53846153846154,13,8,5,1003012.5055563772,0.3012505556377233
50,14,20,60,5,3,3,6,60,0.34782608695652173,50.0,8,4,4,999483.3775787393,-0.05166224212606903
50,14,20,60,5,3,3,6,70,0.2608695652173913,50.0,6,3,3,999624.8273380657,-0.03751726619342808
50,14,20,60,5,3,3,6,80,0.2608695652173913,50.0,6,3,3,999624.8273380657,-0.03751726619342808
50,14,20,60,5,3,3,7,30,1.0434782608695652,50.0,24,12,12,997919.7106942876,-0.20802893057124458
50,14,20,60,5,3,3,7,40,0.5652173913043478,53.84615384615385,13,7,6,1000313.570991949,0.031357099194894544
50,14,20,60,5,3,3,7,50,0.4782608695652174,54.54545454545454,11,6,5,1000386.0191344618,0.038601913446176334
50,14,20,60,5,3,3,7,60,0.30434782608695654,42.857142857142854,7,3,4,998163.8176959225,-0.1836182304077549
50,14,20,60,5,3,3,7,70,0.2608695652173913,50.0,6,3,3,999624.8273380657,-0.03751726619342808
50,14,20,60,5,3,3,7,80,0.2608695652173913,50.0,6,3,3,999624.8273380657,-0.03751726619342808
50,14,20,60,5,3,3,8,30,0.9130434782608695,47.61904761904761,21,10,11,996783.7756539294,-0.32162243460705503
50,14,20,60,5,3,3,8,40,0.5217391304347826,50.0,12,6,6,999092.1293322712,-0.09078706677288283
50,14,20,60,5,3,3,8,50,0.43478260869565216,50.0,10,5,5,999164.489011344,-0.08355109886559658
50,14,20,60,5,3,3,8,60,0.30434782608695654,42.857142857142854,7,3,4,998163.8176959225,-0.1836182304077549
50,14,20,60,5,3,3,8,70,0.2608695652173913,50.0,6,3,3,999624.8273380657,-0.03751726619342808
50,14,20,60,5,3,3,8,80,0.2608695652173913,50.0,6,3,3,999624.8273380657,-0.03751726619342808
50,14,20,60,5,3,3,9,30,0.8695652173913043,45.0,20,9,11,995522.2366836651,-0.44777633163349234
50,14,20,60,5,3,3,9,40,0.4782608695652174,45.45454545454545,11,5,6,997827.6688877677,-0.2172331112232292
50,14,20,60,5,3,3,9,50,0.391304347826087,44.44444444444444,9,4,5,997899.9369877464,-0.21000630122536096
50,14,20,60,5,3,3,9,60,0.30434782608695654,42.857142857142854,7,3,4,998163.8176959225,-0.1836182304077549
50,14,20,60,5,3,3,9,70,0.2608695652173913,50.0,6,3,3,999624.8273380657,-0.03751726619342808
50,14,20,60,5,3,3,9,80,0.2608695652173913,50.0,6,3,3,999624.8273380657,-0.03751726619342808
50,14,20,60,5,3,3,10,30,0.8260869565217391,47.368421052631575,19,9,10,996976.8392019434,-0.30231607980566333
50,14,20,60,5,3,3,10,40,0.43478260869565216,50.0,10,5,5,999285.6399772,-0.07143600228000432
50,14,20,60,5,3,3,10,50,0.34782608695652173,50.0,8,4,4,999360.560388421,-0.06394396115789423
50,14,20,60,5,3,3,10,60,0.2608695652173913,50.0,6,3,3,999624.8273380657,-0.03751726619342808
50,14,20,60,5,3,3,10,70,0.2608695652173913,50.0,6,3,3,999624.8273380657,-0.03751726619342808
50,14,20,60,5,3,3,10,80,0.2608695652173913,50.0,6,3,3,999624.8273380657,-0.03751726619342808
50,14,20,60,6,3,3,4,30,0.6086956521739131,50.0,14,7,7,998627.6829540738,-0.13723170459262327
50,14,20,60,6,3,3,4,40,0.30434782608695654,57.14285714285714,7,4,3,1000677.3847416601,0.06773847416600912
50,14,20,60,6,3,3,4,50,0.2608695652173913,50.0,6,3,3,999447.2952741721,-0.05527047258279054
50,14,20,60,6,3,3,4,60,0.21739130434782608,40.0,5,2,3,998225.7094597924,-0.1774290540207643
50,14,20,60,6,3,3,4,70,0.17391304347826086,50.0,4,2,2,999688.220681356,-0.031177931864396668
50,14,20,60,6,3,3,4,80,0.13043478260869565,66.66666666666666,3,2,1,1001178.0068455015,0.11780068455014843
50,14,20,60,6,3,3,5,30,0.5217391304347826,50.0,12,6,6,998802.1990298309,-0.11978009701691336
50,14,20,60,6,3,3,5,40,0.21739130434782608,60.0,5,3,2,1000852.2590148901,0.08522590148900636
50,14,20,60,6,3,3,5,50,0.17391304347826086,50.0,4,2,2,999621.9545820148,-0.03780454179851804
50,14,20,60,6,3,3,5,60,0.13043478260869565,33.33333333333333,3,1,2,998400.1552883112,-0.1599844711688813
50,14,20,60,6,3,3,5,70,0.08695652173913043,50.0,2,1,1,999862.9220923341,-0.01370779076658655
50,14,20,60,6,3,3,5,80,0.08695652173913043,50.0,2,1,1,999862.9220923341,-0.01370779076658655
50,14,20,60,6,3,3,6,30,0.5217391304347826,50.0,12,6,6,998802.1990298309,-0.11978009701691336
50,14,20,60,6,3,3,6,40,0.21739130434782608,60.0,5,3,2,1000852.2590148901,0.08522590148900636
50,14,20,60,6,3,3,6,50,0.17391304347826086,50.0,4,2,2,999621.9545820148,-0.03780454179851804
50,14,20,60,6,3,3,6,60,0.13043478260869565,33.33333333333333,3,1,2,998400.1552883112,-0.1599844711688813
50,14,20,60,6,3,3,6,70,0.08695652173913043,50.0,2,1,1,999862.9220923341,-0.01370779076658655
50,14,20,60,6,3,3,6,80,0.08695652173913043,50.0,2,1,1,999862.9220923341,-0.01370779076658655
50,14,20,60,6,3,3,7,30,0.391304347826087,44.44444444444444,9,4,5,997819.9964711732,-0.21800035288267536
50,14,20,60,6,3,3,7,40,0.13043478260869565,33.33333333333333,3,1,2,998400.1552883112,-0.1599844711688813
50,14,20,60,6,3,3,7,50,0.13043478260869565,33.33333333333333,3,1,2,998400.1552883112,-0.1599844711688813
50,14,20,60,6,3,3,7,60,0.13043478260869565,33.33333333333333,3,1,2,998400.1552883112,-0.1599844711688813
50,14,20,60,6,3,3,7,70,0.08695652173913043,50.0,2,1,1,999862.9220923341,-0.01370779076658655
50,14,20,60,6,3,3,7,80,0.08695652173913043,50.0,2,1,1,999862.9220923341,-0.01370779076658655
50,14,20,60,6,3,3,8,30,0.34782608695652173,37.5,8,3,5,996437.6423505759,-0.3562357649424113
50,14,20,60,6,3,3,8,40,0.13043478260869565,33.33333333333333,3,1,2,998400.1552883112,-0.1599844711688813
50,14,20,60,6,3,3,8,50,0.13043478260869565,33.33333333333333,3,1,2,998400.1552883112,-0.1599844711688813
50,14,20,60,6,3,3,8,60,0.13043478260869565,33.33333333333333,3,1,2,998400.1552883112,-0.1599844711688813
50,14,20,60,6,3,3,8,70,0.08695652173913043,50.0,2,1,1,999862.9220923341,-0.01370779076658655
50,14,20,60,6,3,3,8,80,0.08695652173913043,50.0,2,1,1,999862.9220923341,-0.01370779076658655
50,14,20,60,6,3,3,9,30,0.30434782608695654,42.857142857142854,7,3,4,997897.5338557895,-0.21024661442105427
50,14,20,60,6,3,3,9,40,0.08695652173913043,50.0,2,1,1,999862.9220923341,-0.01370779076658655
50,14,20,60,6,3,3,9,50,0.08695652173913043,50.0,2,1,1,999862.9220923341,-0.01370779076658655
50,14,20,60,6,3,3,9,60,0.08695652173913043,50.0,2,1,1,999862.9220923341,-0.01370779076658655
50,14,20,60,6,3,3,9,70,0.08695652173913043,50.0,2,1,1,999862.9220923341,-0.01370779076658655
50,14,20,60,6,3,3,9,80,0.08695652173913043,50.0,2,1,1,999862.9220923341,-0.01370779076658655
50,14,20,60,6,3,3,10,30,0.30434782608695654,42.857142857142854,7,3,4,997897.5338557895,-0.21024661442105427
50,14,20,60,6,3,3,10,40,0.08695652173913043,50.0,2,1,1,999862.9220923341,-0.01370779076658655
50,14,20,60,6,3,3,10,50,0.08695652173913043,50.0,2,1,1,999862.9220923341,-0.01370779076658655
50,14,20,60,6,3,3,10,60,0.08695652173913043,50.0,2,1,1,999862.9220923341,-0.01370779076658655
50,14,20,60,6,3,3,10,70,0.08695652173913043,50.0,2,1,1,999862.9220923341,-0.01370779076658655
50,14,20,60,6,3,3,10,80,0.08695652173913043,50.0,2,1,1,999862.9220923341,-0.01370779076658655
50,14,20,70,2,3,3,4,30,8.347826086956522,52.083333333333336,192,100,92,994202.8914625869,-0.5797108537413064
50,14,20,70,2,3,3,4,40,6.913043478260869,49.056603773584904,159,78,81,981538.5640545848,-1.8461435945415172
50,14,20,70,2,3,3,4,50,5.391304347826087,50.0,124,62,62,989344.0366746361,-1.0655963325363933
50,14,20,70,2,3,3,4,60,3.5652173913043477,50.0,82,41,41,992807.4881093464,-0.7192511890653637
50,14,20,70,2,3,3,4,70,2.5652173913043477,49.152542372881356,59,29,30,993226.2294389926,-0.6773770561007433
50,14,20,70,2,3,3,4,80,2.0,45.65217391304348,46,21,25,990264.2737293667,-0.9735726270633284
50,14,20,70,2,3,3,5,30,7.956521739130435,53.551912568306015,183,98,85,1001622.9155033805,0.1622915503380471
50,14,20,70,2,3,3,5,40,6.565217391304348,51.65562913907284,151,78,73,992973.0118830636,-0.7026988116936409
50,14,20,70,2,3,3,5,50,5.043478260869565,52.58620689655172,116,61,55,998104.1744437036,-0.18958255562963894
50,14,20,70,2,3,3,5,60,3.391304347826087,52.56410256410257,78,41,37,998608.3864692486,-0.13916135307514343
50,14,20,70,2,3,3,5,70,2.391304347826087,49.09090909090909,55,27,28,993530.5456619975,-0.6469454338002484
50,14,20,70,2,3,3,5,80,1.9130434782608696,47.72727272727273,44,21,23,993115.6525057004,-0.688434749429964
50,14,20,70,2,3,3,6,30,8.0,52.71739130434783,184,97,87,997598.3819114529,-0.24016180885471405
50,14,20,70,2,3,3,6,40,6.217391304347826,51.048951048951054,143,73,70,991126.2160244957,-0.8873783975504338
50,14,20,70,2,3,3,6,50,4.695652173913044,50.92592592592593,108,55,53,993405.0090246224,-0.6594990975377616
50,14,20,70,2,3,3,6,60,3.1739130434782608,50.68493150684932,73,37,36,994920.4130927114,-0.5079586907288641
50,14,20,70,2,3,3,6,70,2.347826086956522,50.0,54,27,27,994962.27358326,-0.5037726416739985
50,14,20,70,2,3,3,6,80,1.8695652173913044,48.837209302325576,43,21,22,994546.7484619531,-0.5453251538046868
50,14,20,70,2,3,3,7,30,7.478260869565218,51.162790697674424,172,88,84,990257.3630893591,-0.9742636910640867
50,14,20,70,2,3,3,7,40,5.913043478260869,50.73529411764706,136,69,67,990559.6499536508,-0.9440350046349223
50,14,20,70,2,3,3,7,50,4.260869565217392,48.97959183673469,98,48,50,988843.0709023993,-1.1156929097600747
50,14,20,70,2,3,3,7,60,2.8260869565217392,49.23076923076923,65,32,33,992971.7798451212,-0.70282201548788
50,14,20,70,2,3,3,7,70,2.1739130434782608,50.0,50,25,25,995336.6794359772,-0.4663320564022753
50,14,20,70,2,3,3,7,80,1.7391304347826086,47.5,40,19,21,993623.3240433246,-0.6376675956675434
50,14,20,70,2,3,3,8,30,7.217391304347826,50.602409638554214,166,84,82,987705.0404507455,-1.2294959549254505
50,14,20,70,2,3,3,8,40,5.521739130434782,49.60629921259843,127,63,64,987148.3989232212,-1.285160107677884
50,14,20,70,2,3,3,8,50,4.0,50.0,92,46,46,991907.7073320707,-0.8092292667929315
50,14,20,70,2,3,3,8,60,2.6956521739130435,50.0,62,31,31,994448.4773493775,-0.5551522650622529
50,14,20,70,2,3,3,8,70,2.0,52.17391304347826,46,24,22,998390.172837851,-0.16098271621490132
50,14,20,70,2,3,3,8,80,1.4782608695652173,47.05882352941176,34,16,18,994022.9113569844,-0.5977088643015595
