ATR_PERIOD,ATR_MULTIPLIER,ADX_LENGTH,DI_DIFFERENCE_FILTER,DI_DIFFERENCE_LOOKBACK_PERIOD,trades_per_day,win_rate,total_trades,wins,losses,final_capital,profit_percentage
30,4,14,7,7,1.4,56.015037593984964,266,149,117,1006246.7323108776,0.6246732310877647
30,4,14,7,8,1.2789473684210526,56.79012345679012,243,138,105,1010625.303155986,1.062530315598601
30,4,14,8,4,1.7473684210526317,54.21686746987952,332,180,152,992157.9050027463,-0.7842094997253736
30,4,14,8,5,1.5736842105263158,54.515050167224075,299,163,136,994970.7334155522,-0.5029266584447818
30,4,14,8,6,1.394736842105263,56.22641509433962,265,149,116,1006805.451967932,0.6805451967932051
30,4,14,8,7,1.236842105263158,54.8936170212766,235,129,106,1001913.7725386581,0.1913772538658115
30,4,14,8,8,1.1105263157894736,53.55450236966824,211,113,98,995921.8967167661,-0.40781032832339403
30,4,14,9,4,1.5842105263157895,53.820598006644516,301,162,139,990004.4336618074,-0.9995566338192554
30,4,14,9,5,1.3578947368421053,55.81395348837209,258,144,114,1005052.3988330489,0.5052398833048879
30,4,14,9,6,1.2105263157894737,54.78260869565217,230,126,104,1000698.0973747718,0.0698097374771838
30,4,14,9,7,1.0578947368421052,53.73134328358209,201,108,93,998010.3711508001,-0.19896288491998565
30,4,14,9,8,0.9105263157894737,52.601156069364166,173,91,82,994464.2042522312,-0.5535795747768832
30,4,14,10,4,1.4263157894736842,54.981549815498155,271,149,122,1001384.5907532525,0.13845907532525015
30,4,14,10,5,1.1578947368421053,55.00000000000001,220,121,99,1003095.5201688308,0.3095520168830757
30,4,14,10,6,1.0157894736842106,53.8860103626943,193,104,89,998876.7776431162,-0.1123222356883809
30,4,14,10,7,0.8736842105263158,53.01204819277109,166,88,78,995338.566085569,-0.4661433914431022
30,4,14,10,8,0.7263157894736842,48.55072463768116,138,67,71,984977.2795625504,-1.5022720437449635
30,4,15,6,4,1.9526315789473685,53.09973045822103,371,197,174,985490.1596679306,-1.4509840332069435
30,4,15,6,5,1.7421052631578948,54.98489425981873,331,182,149,997344.4645342237,-0.2655535465776338
30,4,15,6,6,1.6263157894736842,55.33980582524271,309,171,138,1001367.5900950801,0.1367590095080086
30,4,15,6,7,1.4684210526315788,55.55555555555556,279,155,124,1003657.3916214732,0.3657391621473245
30,4,15,6,8,1.3421052631578947,56.86274509803921,255,145,110,1010096.1598812788,1.0096159881278755
30,4,15,7,4,1.8,54.67836257309941,342,187,155,994700.1318071907,-0.5299868192809284
30,4,15,7,5,1.5894736842105264,54.63576158940398,302,165,137,996311.1069870838,-0.36888930129162034
30,4,15,7,6,1.4736842105263157,55.35714285714286,280,155,125,1002498.6811777831,0.24986811777830592
30,4,15,7,7,1.3157894736842106,56.39999999999999,250,141,109,1008593.8870749292,0.8593887074929196
30,4,15,7,8,1.1736842105263159,55.60538116591929,223,124,99,1004466.1226697286,0.4466122669728589
30,4,15,8,4,1.6263157894736842,54.0453074433657,309,167,142,991413.334271806,-0.8586665728194057
30,4,15,8,5,1.4578947368421054,55.23465703971119,277,153,124,1002147.9471878398,0.21479471878397743
30,4,15,8,6,1.2842105263157895,56.14754098360656,244,137,107,1007161.2220537023,0.7161222053702339
30,4,15,8,7,1.1157894736842104,53.77358490566038,212,114,98,997484.061443572,-0.25159385564279513
30,4,15,8,8,0.9842105263157894,52.406417112299465,187,98,89,993028.4985383301,-0.6971501461669919
30,4,15,9,4,1.4736842105263157,55.714285714285715,280,156,124,1004379.3445953426,0.4379344595342642
30,4,15,9,5,1.2263157894736842,54.93562231759657,233,128,105,1001552.6771471722,0.15526771471721584
30,4,15,9,6,1.0842105263157895,54.36893203883495,206,112,94,1000486.2057132032,0.04862057132031769
30,4,15,9,7,0.9789473684210527,53.76344086021505,186,100,86,997379.1599312414,-0.2620840068758582
30,4,15,9,8,0.7842105263157895,50.33557046979866,149,75,74,989216.393166856,-1.0783606833143975
30,4,15,10,4,1.2736842105263158,56.19834710743802,242,136,106,1006451.9508279093,0.6451950827909284
30,4,15,10,5,1.0421052631578946,55.05050505050505,198,109,89,1002348.6372162538,0.2348637216253788
30,4,15,10,6,0.8947368421052632,54.11764705882353,170,92,78,999703.8748097921,-0.02961251902078511
30,4,15,10,7,0.7210526315789474,49.63503649635037,137,68,69,989097.4833592998,-1.0902516640700168
30,4,15,10,8,0.6105263157894737,53.44827586206896,116,62,54,998741.567975455,-0.12584320245450362
30,4,16,6,4,1.8842105263157896,54.18994413407822,358,194,164,991916.0378651676,-0.8083962134832401
30,4,16,6,5,1.6631578947368422,54.43037974683544,316,172,144,995929.7944371845,-0.4070205562815536
30,4,16,6,6,1.5421052631578946,55.972696245733786,293,164,129,1004319.0318023305,0.4319031802330515
30,4,16,6,7,1.3631578947368421,56.37065637065637,259,146,113,1007470.6617173715,0.747066171737155
30,4,16,6,8,1.2526315789473683,55.88235294117647,238,133,105,1005958.8466294657,0.5958846629465697
30,4,16,7,4,1.6736842105263159,53.77358490566038,318,171,147,990437.9434954943,-0.9562056504505687
30,4,16,7,5,1.5157894736842106,54.166666666666664,288,156,132,995829.1940062136,-0.4170805993786431
30,4,16,7,6,1.3421052631578947,55.294117647058826,255,141,114,1002365.3617519293,0.23653617519292747
30,4,16,7,7,1.1842105263157894,55.111111111111114,225,124,101,1003627.0272251036,0.36270272251035784
30,4,16,7,8,1.0368421052631578,52.79187817258884,197,104,93,994104.9437462545,-0.5895056253745453
30,4,16,8,4,1.4842105263157894,55.319148936170215,282,156,126,1001053.2667366246,0.1053266736624646
30,4,16,8,5,1.3105263157894738,54.61847389558233,249,136,113,1000065.9534008952,0.006595340089523233
30,4,16,8,6,1.1578947368421053,55.00000000000001,220,121,99,1001310.0284301006,0.13100284301006468
30,4,16,8,7,1.063157894736842,52.97029702970298,202,107,95,994305.8782148316,-0.569412178516842
30,4,16,8,8,0.9157894736842105,51.724137931034484,174,90,84,992694.1722250917,-0.7305827774908278
30,4,16,9,4,1.3526315789473684,54.86381322957199,257,141,116,999502.1935174862,-0.04978064825137844
30,4,16,9,5,1.1157894736842104,55.660377358490564,212,118,94,1004104.0955970766,0.41040955970765786
30,4,16,9,6,0.9578947368421052,54.94505494505495,182,100,82,1002057.6820049868,0.20576820049867964
30,4,16,9,7,0.8,51.973684210526315,152,79,73,994383.4033191893,-0.5616596680810675
30,4,16,9,8,0.6894736842105263,52.67175572519084,131,69,62,996114.5310277295,-0.3885468972270493
30,4,16,10,4,1.1263157894736842,55.140186915887845,214,118,96,1001757.5693203548,0.17575693203548434
30,4,16,10,5,0.9368421052631579,55.0561797752809,178,98,80,1003666.11191961,0.3666111919609946
30,4,16,10,6,0.7842105263157895,53.691275167785236,149,80,69,1000578.8329416532,0.057883294165320696
30,4,16,10,7,0.6210526315789474,52.54237288135594,118,62,56,998107.5132904388,-0.18924867095611989
30,4,16,10,8,0.5368421052631579,53.92156862745098,102,55,47,1000167.9757556926,0.016797575569257605
30,4,17,6,4,1.763157894736842,52.83582089552239,335,177,158,985183.060169515,-1.4816939830485032
30,4,17,6,5,1.5947368421052632,54.78547854785478,303,166,137,998537.4282444608,-0.14625717555391604
30,4,17,6,6,1.4578947368421054,54.87364620938629,277,152,125,1000470.6264497881,0.04706264497881057
30,4,17,6,7,1.2789473684210526,57.20164609053497,243,139,104,1011440.7196106274,1.144071961062739
30,4,17,6,8,1.2052631578947368,55.45851528384279,229,127,102,1003957.4194680136,0.395741946801357
30,4,17,7,4,1.605263157894737,55.40983606557377,305,169,136,1002145.6617312711,0.21456617312710732
30,4,17,7,5,1.4210526315789473,53.70370370370371,270,145,125,995098.3699207758,-0.49016300792242395
30,4,17,7,6,1.2578947368421052,57.32217573221757,239,137,102,1012665.2851194625,1.2665285119462526
30,4,17,7,7,1.105263157894737,54.285714285714285,210,114,96,999093.3832131993,-0.09066167868006741
30,4,17,7,8,0.9842105263157894,52.406417112299465,187,98,89,994518.510109127,-0.5481489890872967
30,4,17,8,4,1.4,54.13533834586466,266,144,122,996291.3832144013,-0.3708616785598686
30,4,17,8,5,1.2105263157894737,56.52173913043478,230,130,100,1008199.0716653224,0.8199071665322408
30,4,17,8,6,1.105263157894737,55.714285714285715,210,117,93,1005643.3696171532,0.5643369617153192
30,4,17,8,7,0.9421052631578948,53.072625698324025,179,95,84,996534.2485165026,-0.34657514834974423
30,4,17,8,8,0.7789473684210526,50.67567567567568,148,75,73,989525.3377779777,-1.0474662222022308
30,4,17,9,4,1.2263157894736842,56.22317596566524,233,131,102,1006308.968109828,0.6308968109827954
30,4,17,9,5,1.0263157894736843,56.41025641025641,195,110,85,1007919.1975050619,0.7919197505061863
30,4,17,9,6,0.8631578947368421,53.65853658536586,164,88,76,999406.2509711466,-0.059374902885337366
30,4,17,9,7,0.6842105263157895,51.53846153846153,130,67,63,994925.0766720278,-0.5074923327972181
30,4,17,9,8,0.6157894736842106,52.13675213675214,117,61,56,996396.2616548121,-0.3603738345187856
30,4,17,10,4,0.9789473684210527,55.376344086021504,186,103,83,1003137.0076610558,0.31370076610557734
30,4,17,10,5,0.8263157894736842,54.77707006369427,157,86,71,1003443.9870751596,0.3443987075159559
30,4,17,10,6,0.6578947368421053,52.800000000000004,125,66,59,997910.1862556156,-0.20898137443844464
30,4,17,10,7,0.5684210526315789,51.85185185185185,108,56,52,996163.3158955448,-0.3836684104455169
30,4,17,10,8,0.46842105263157896,52.80898876404494,89,47,42,997530.7381064164,-0.2469261893583578
30,4,18,6,4,1.7,54.4891640866873,323,176,147,995998.9677989805,-0.4001032201019465
30,4,18,6,5,1.4842105263157894,53.54609929078015,282,151,131,993974.1459392419,-0.6025854060758138
30,4,18,6,6,1.3473684210526315,55.859375,256,143,113,1004423.7515160224,0.442375151602237
30,4,18,6,7,1.194736842105263,55.06607929515418,227,125,102,1002983.6981028221,0.29836981028220616
30,4,18,6,8,1.105263157894737,54.285714285714285,210,114,96,999101.7394723713,-0.08982605276287067
30,4,18,7,4,1.5052631578947369,55.24475524475524,286,158,128,1001075.2235917172,0.1075223591717193
30,4,18,7,5,1.2894736842105263,56.734693877551024,245,139,106,1009303.8366599192,0.9303836659919238
30,4,18,7,6,1.1894736842105262,57.52212389380531,226,130,96,1012986.4840949858,1.298648409498576
30,4,18,7,7,1.0421052631578946,52.52525252525253,198,104,94,993380.7921737563,-0.6619207826243714
30,4,18,7,8,0.8842105263157894,51.19047619047619,168,86,82,991307.2041637566,-0.8692795836243429
30,4,18,8,4,1.3157894736842106,55.2,250,138,112,1002608.9070883521,0.2608907088352134
30,4,18,8,5,1.1263157894736842,56.54205607476636,214,121,93,1008503.7628807528,0.8503762880752795
30,4,18,8,6,0.9526315789473684,53.03867403314917,181,96,85,996688.566206966,-0.33114337930340554
30,4,18,8,7,0.8,51.31578947368421,152,78,74,994265.9814947263,-0.5734018505273737
30,4,18,8,8,0.6894736842105263,51.14503816793893,131,67,64,993549.210553375,-0.6450789446625044
30,4,18,9,4,1.1,55.980861244019145,209,117,92,1005686.1667654021,0.5686166765402071
30,4,18,9,5,0.9,54.385964912280706,171,93,78,1002268.795070776,0.22687950707760174
30,4,18,9,6,0.7473684210526316,53.52112676056338,142,76,66,999089.135391734,-0.09108646082660417
30,4,18,9,7,0.6473684210526316,52.03252032520326,123,64,59,996762.1417823962,-0.32378582176037596
30,4,18,9,8,0.5157894736842106,52.04081632653062,98,51,47,996301.8196823205,-0.36981803176795364
30,4,18,10,4,0.9,54.385964912280706,171,93,78,1000811.4258210328,0.08114258210328407
30,4,18,10,5,0.6947368421052632,53.03030303030303,132,70,62,999013.0294757313,-0.09869705242686905
30,4,18,10,6,0.5684210526315789,50.92592592592593,108,55,53,995088.9627229152,-0.49110372770847754
30,4,18,10,7,0.4842105263157895,51.08695652173913,92,47,45,995715.00811211,-0.4284991887890035
30,4,18,10,8,0.4105263157894737,52.56410256410257,78,41,37,997326.417957154,-0.2673582042846014
30,5,10,6,4,2.0894736842105264,54.65994962216625,397,217,180,993107.5452343248,-0.689245476567524
30,5,10,6,5,1.9894736842105263,54.232804232804234,378,205,173,992183.7302291946,-0.7816269770805375
30,5,10,6,6,1.894736842105263,55.00000000000001,360,198,162,998184.5802243673,-0.18154197756326756
30,5,10,6,7,1.8105263157894738,56.104651162790695,344,193,151,1004256.6597850383,0.42566597850383264
30,5,10,6,8,1.768421052631579,56.547619047619044,336,190,146,1005754.5457684855,0.5754545768485521
30,5,10,7,4,2.0473684210526315,53.98457583547558,389,210,179,988880.4754070757,-1.1119524592924281
30,5,10,7,5,1.9578947368421054,55.376344086021504,372,206,166,1001066.564362976,0.10665643629760016
30,5,10,7,6,1.8473684210526315,55.55555555555556,351,195,156,1001472.0232264516,0.14720232264515942
30,5,10,7,7,1.7421052631578948,55.89123867069487,331,185,146,1002238.3310806485,0.22383310806484658
30,5,10,7,8,1.668421052631579,56.46687697160884,317,179,138,1004254.9909864253,0.4254990986425313
30,5,10,8,4,1.9894736842105263,54.232804232804234,378,205,173,992434.9177391252,-0.7565082260874798
30,5,10,8,5,1.8894736842105264,55.15320334261838,359,198,161,999859.3416327073,-0.014065836729272268
30,5,10,8,6,1.763157894736842,56.11940298507463,335,188,147,1004738.8292544371,0.47388292544371213
30,5,10,8,7,1.668421052631579,56.15141955835961,317,178,139,1003534.314883524,0.353431488352397
30,5,10,8,8,1.5789473684210527,55.333333333333336,300,166,134,998756.0348904314,-0.12439651095685549
30,5,10,9,4,1.9526315789473685,54.44743935309974,371,202,169,994420.7112942013,-0.5579288705798681
30,5,10,9,5,1.7842105263157895,53.98230088495575,339,183,156,993586.8423430724,-0.6413157656927593
30,5,10,9,6,1.6473684210526316,54.9520766773163,313,172,141,999566.2353239079,-0.04337646760920761
30,5,10,9,7,1.5789473684210527,54.666666666666664,300,164,136,996033.6137552024,-0.39663862447976134
30,5,10,9,8,1.4578947368421054,53.79061371841155,277,149,128,991618.1258444455,-0.8381874155554454
30,5,10,10,4,1.8368421052631578,54.44126074498568,349,190,159,995082.273947938,-0.49177260520620036
30,5,10,10,5,1.7052631578947368,54.629629629629626,324,177,147,997544.6955803974,-0.24553044196026166
30,5,10,10,6,1.568421052631579,55.369127516778526,298,165,133,1001036.5145970319,0.103651459703187
30,5,10,10,7,1.4421052631578948,54.379562043795616,274,149,125,995321.7771028596,-0.46782228971404255
30,5,10,10,8,1.331578947368421,53.359683794466406,253,135,118,990571.311494072,-0.9428688505928031
30,5,11,6,4,2.057894736842105,54.47570332480819,391,213,178,993339.8214591104,-0.666017854088964
30,5,11,6,5,1.9526315789473685,55.79514824797843,371,207,164,1003305.2163796735,0.3305216379673453
30,5,11,6,6,1.8473684210526315,55.55555555555556,351,195,156,1001516.3674717285,0.1516367471728474
30,5,11,6,7,1.763157894736842,56.71641791044776,335,190,145,1005966.7161513395,0.5966716151339467
30,5,11,6,8,1.7052631578947368,56.79012345679012,324,184,140,1006065.2097089262,0.6065209708926151
30,5,11,7,4,1.9736842105263157,54.666666666666664,375,205,170,996027.3930774723,-0.39726069225276583
30,5,11,7,5,1.8894736842105264,55.43175487465181,359,199,160,1000934.4339127751,0.093443391277513
30,5,11,7,6,1.7473684210526317,55.42168674698795,332,184,148,1000032.7432186487,0.0032743218648713084
30,5,11,7,7,1.6894736842105262,55.7632398753894,321,179,142,1001658.1744875198,0.16581744875197763
30,5,11,7,8,1.5842105263157895,55.14950166112956,301,166,135,996768.9012992501,-0.3231098700749921
30,5,11,8,4,1.9210526315789473,53.97260273972603,365,197,168,991088.6393395109,-0.8911360660489066
30,5,11,8,5,1.8263157894736841,54.7550432276657,347,190,157,997071.3889680597,-0.29286110319403236
30,5,11,8,6,1.6842105263157894,55.93749999999999,320,179,141,1003970.5679155614,0.3970567915561376
30,5,11,8,7,1.5947368421052632,55.115511551155116,303,167,136,997829.0670463658,-0.2170932953634183
30,5,11,8,8,1.4947368421052631,53.87323943661971,284,153,131,990868.4182381409,-0.9131581761859124
30,5,11,9,4,1.8421052631578947,54.57142857142857,350,191,159,994566.4683033129,-0.5433531696687103
30,5,11,9,5,1.7,54.179566563467496,323,175,148,994749.6374649141,-0.5250362535085878
30,5,11,9,6,1.5842105263157895,55.81395348837209,301,168,133,1002883.438654286,0.2883438654285972
30,5,11,9,7,1.4526315789473685,53.2608695652174,276,147,129,988603.9366595286,-1.1396063340471358
