FAST_LENGTH,SLOW_LENGTH,SIGNAL_LENGTH,HISTOGRAM_UPPER_LIMIT,HISTOGRAM_LOWER_LIMIT,LOOKBACK_PERIOD,PRICE_MOVEMENT_THRESHOLD,trades_per_day,win_rate,total_trades,wins,losses,final_capital,profit_percentage
10,21,12,70,-60,2,0.02,0.9842105263157894,65.24064171122996,187,122,65,1041301.2578124607,4.130125781246065
10,21,12,70,-60,2,0.03,0.8157894736842105,67.74193548387096,155,105,50,1041651.1244236123,4.1651124423612265
10,21,12,70,-60,2,0.04,0.6578947368421053,70.39999999999999,125,88,37,1039084.6565311283,3.9084656531128332
10,21,12,70,-60,2,0.05,0.5842105263157895,71.17117117117117,111,79,32,1035150.1328056522,3.515013280565222
10,21,12,90,-100,2,0.01,0.6368421052631579,64.46280991735537,121,78,43,1024730.8330832741,2.4730833083274075
10,21,12,90,-100,2,0.02,0.5473684210526316,67.3076923076923,104,70,34,1026670.1282036627,2.6670128203662697
10,21,12,90,-100,2,0.03,0.4789473684210526,70.32967032967034,91,64,27,1029020.1137315276,2.9020113731527584
10,21,12,90,-100,2,0.04,0.4052631578947368,72.72727272727273,77,56,21,1027378.7529130982,2.73787529130982
10,21,12,90,-100,2,0.05,0.3684210526315789,74.28571428571429,70,52,18,1026016.4470340566,2.6016447034056647
10,21,12,90,-80,2,0.01,0.7368421052631579,62.142857142857146,140,87,53,1021711.5974464383,2.1711597446438273
10,21,12,90,-80,2,0.02,0.6263157894736842,64.70588235294117,119,77,42,1024021.5727167245,2.4021572716724475
10,21,12,90,-80,2,0.03,0.5210526315789473,69.6969696969697,99,69,30,1029351.6343766699,2.9351634376669886
10,21,12,90,-80,2,0.04,0.4421052631578947,72.61904761904762,84,61,23,1028650.926830437,2.8650926830437036
10,21,12,90,-80,2,0.05,0.4,73.68421052631578,76,56,20,1026576.4619128482,2.657646191284817
10,21,12,90,-60,2,0.01,0.968421052631579,62.5,184,115,69,1028832.6607071273,2.8832660707127302
10,21,12,90,-60,2,0.02,0.8052631578947368,65.359477124183,153,100,53,1032534.1825868879,3.2534182586887854
10,21,12,90,-60,2,0.03,0.6789473684210526,68.9922480620155,129,89,40,1036280.0824291676,3.628008242916758
10,21,12,90,-60,2,0.04,0.5526315789473685,73.33333333333333,105,77,28,1037739.7797697975,3.7739779769797464
10,21,12,90,-60,2,0.05,0.49473684210526314,74.46808510638297,94,70,24,1034969.8181011426,3.496981810114265
10,21,14,50,-100,2,0.01,1.3263157894736841,59.92063492063492,252,151,101,1027646.6305894447,2.7646630589444654
10,21,14,50,-100,2,0.02,1.131578947368421,60.93023255813953,215,131,84,1027848.7547721606,2.784875477216055
10,21,14,50,-100,2,0.03,0.9421052631578948,63.687150837988824,179,114,65,1033215.7291994002,3.321572919940017
10,21,14,50,-100,2,0.04,0.7578947368421053,64.58333333333334,144,93,51,1029348.9797074524,2.934897970745235
10,21,14,50,-100,2,0.05,0.6473684210526316,65.04065040650406,123,80,43,1025480.1063734107,2.548010637341067
10,21,14,50,-80,2,0.01,1.4736842105263157,60.0,280,168,112,1030144.788804661,3.014478880466102
10,21,14,50,-80,2,0.02,1.2421052631578948,60.59322033898306,236,143,93,1028592.0564946252,2.859205649462517
10,21,14,50,-80,2,0.03,1.0368421052631578,63.45177664974619,197,125,72,1034606.7765856233,3.460677658562327
10,21,14,50,-80,2,0.04,0.8263157894736842,64.96815286624204,157,102,55,1032652.1868317726,3.265218683177256
10,21,14,50,-80,2,0.05,0.7,64.66165413533834,133,86,47,1026463.599334246,2.6463599334246015
10,21,14,50,-60,2,0.01,1.7263157894736842,62.19512195121951,328,204,124,1049182.2946643678,4.91822946643678
10,21,14,50,-60,2,0.02,1.4684210526315788,62.365591397849464,279,174,105,1043770.9552500797,4.377095525007975
10,21,14,50,-60,2,0.03,1.231578947368421,64.52991452991454,234,151,83,1046032.8380016078,4.6032838001607805
10,21,14,50,-60,2,0.04,0.9631578947368421,66.66666666666666,183,122,61,1044505.0794108255,4.4505079410825505
10,21,14,50,-60,2,0.05,0.8210526315789474,66.02564102564102,156,103,53,1035948.0264898697,3.5948026489869696
10,21,14,70,-100,2,0.01,0.9789473684210527,60.752688172043015,186,113,73,1024539.3465873189,2.4539346587318924
10,21,14,70,-100,2,0.02,0.8368421052631579,62.264150943396224,159,99,60,1026377.3469484539,2.6377346948453924
10,21,14,70,-100,2,0.03,0.7105263157894737,66.66666666666666,135,90,45,1033867.9594165932,3.386795941659319
10,21,14,70,-100,2,0.04,0.5789473684210527,67.27272727272727,110,74,36,1027601.0591400312,2.7601059140031228
10,21,14,70,-100,2,0.05,0.5105263157894737,67.0103092783505,97,65,32,1022908.4307775388,2.29084307775388
10,21,14,70,-80,2,0.01,1.131578947368421,60.46511627906976,215,130,85,1026097.0532312341,2.609705323123408
10,21,14,70,-80,2,0.02,0.9473684210526315,61.66666666666667,180,111,69,1027119.5846038907,2.711958460389066
10,21,14,70,-80,2,0.03,0.8052631578947368,66.01307189542483,153,101,52,1035259.8849186955,3.5259884918695548
10,21,14,70,-80,2,0.04,0.6473684210526316,67.47967479674797,123,83,40,1030898.6571426779,3.089865714267793
10,21,14,70,-80,2,0.05,0.5631578947368421,66.35514018691589,107,71,36,1023889.4573571843,2.3889457357184263
10,21,14,70,-60,2,0.01,1.4052631578947368,63.29588014981273,267,169,98,1046674.2902705693,4.667429027056927
10,21,14,70,-60,2,0.02,1.1842105263157894,64.0,225,144,81,1044089.2438694318,4.408924386943179
10,21,14,70,-60,2,0.03,1.0052631578947369,67.01570680628272,191,128,63,1047453.2543646328,4.745325436463277
10,21,14,70,-60,2,0.04,0.7842105263157895,69.12751677852349,149,103,46,1042731.422519849,4.273142251984903
10,21,14,70,-60,2,0.05,0.6842105263157895,67.6923076923077,130,88,42,1033350.099682944,3.3350099682944014
10,21,14,90,-100,2,0.01,0.7842105263157895,64.42953020134227,149,96,53,1030773.2264871574,3.0773226487157403
10,21,14,90,-100,2,0.02,0.6947368421052632,65.15151515151516,132,86,46,1029302.150826227,2.930215082622704
10,21,14,90,-100,2,0.03,0.5947368421052631,70.79646017699115,113,80,33,1037511.9687637477,3.7511968763747716
10,21,14,90,-100,2,0.04,0.48947368421052634,70.96774193548387,93,66,27,1030188.1443821562,3.01881443821562
10,21,14,90,-100,2,0.05,0.4421052631578947,71.42857142857143,84,60,24,1027181.9555947123,2.7181955594712286
10,21,14,90,-80,2,0.01,0.9368421052631579,63.48314606741573,178,113,65,1032340.4111039492,3.234041110394918
10,21,14,90,-80,2,0.02,0.8052631578947368,64.05228758169935,153,98,55,1030046.5035902817,3.0046503590281706
10,21,14,90,-80,2,0.03,0.6894736842105263,69.46564885496184,131,91,40,1038908.8002980887,3.8908800298088693
10,21,14,90,-80,2,0.04,0.5578947368421052,70.75471698113208,106,75,31,1033494.0444073157,3.3494044407315666
10,21,14,90,-80,2,0.05,0.49473684210526314,70.2127659574468,94,66,28,1028167.08072444,2.8167080724440052
10,21,14,90,-60,2,0.01,1.2157894736842105,65.80086580086581,231,152,79,1052109.0685694988,5.210906856949884
10,21,14,90,-60,2,0.02,1.0421052631578946,66.16161616161617,198,131,67,1047064.520241508,4.706452024150803
10,21,14,90,-60,2,0.03,0.8894736842105263,69.8224852071006,169,118,51,1051145.146946125,5.114514694612496
10,21,14,90,-60,2,0.04,0.6947368421052632,71.96969696969697,132,95,37,1045356.599917932,4.535659991793195
10,21,14,90,-60,2,0.05,0.6157894736842106,70.94017094017094,117,83,34,1037667.247887956,3.766724788795598
10,21,16,50,-100,2,0.01,1.5263157894736843,57.58620689655173,290,167,123,1018153.2434647972,1.815324346479715
10,21,16,50,-100,2,0.02,1.2789473684210526,59.67078189300411,243,145,98,1025669.0430606328,2.566904306063277
10,21,16,50,-100,2,0.03,1.0894736842105264,62.31884057971014,207,129,78,1032436.1388320675,3.243613883206749
10,21,16,50,-100,2,0.04,0.8789473684210526,64.67065868263472,167,108,59,1034682.0135134287,3.468201351342874
10,21,16,50,-100,2,0.05,0.7421052631578947,62.4113475177305,141,88,53,1022893.8070753159,2.2893807075315853
10,21,16,50,-80,2,0.01,1.7,58.51393188854489,323,189,134,1028254.3435743717,2.8254343574371656
10,21,16,50,-80,2,0.02,1.4263157894736842,60.147601476014756,271,163,108,1032657.4876775735,3.265748767757346
10,21,16,50,-80,2,0.03,1.2052631578947368,62.44541484716157,229,143,86,1037890.1048074069,3.78901048074069
10,21,16,50,-80,2,0.04,0.9578947368421052,64.83516483516483,182,118,64,1039985.1761388024,3.998517613880243
10,21,16,50,-80,2,0.05,0.8210526315789474,62.82051282051282,156,98,58,1028136.5503882953,2.813655038829532
10,21,16,50,-60,2,0.01,1.9263157894736842,60.38251366120219,366,221,145,1043074.9257779379,4.307492577793787
10,21,16,50,-60,2,0.02,1.6473684210526316,61.980830670926515,313,194,119,1047375.003920655,4.7375003920655
10,21,16,50,-60,2,0.03,1.4052631578947368,64.41947565543072,267,172,95,1052205.598816046,5.220559881604602
10,21,16,50,-60,2,0.04,1.0947368421052632,65.86538461538461,208,137,71,1048537.1155033075,4.853711550330755
10,21,16,50,-60,2,0.05,0.9421052631578948,63.687150837988824,179,114,65,1034325.5431007436,3.432554310074355
10,21,16,70,-100,2,0.01,1.131578947368421,59.06976744186046,215,127,88,1019915.2204512494,1.9915220451249394
10,21,16,70,-100,2,0.02,0.9421052631578948,60.33519553072626,179,108,71,1022203.1313239107,2.2203131323910665
10,21,16,70,-100,2,0.03,0.8,63.81578947368421,152,97,55,1029400.4622175778,2.940046221757785
10,21,16,70,-100,2,0.04,0.6578947368421053,64.0,125,80,45,1024220.8224881049,2.4220822488104923
10,21,16,70,-100,2,0.05,0.5842105263157895,63.06306306306306,111,70,41,1018737.8787372839,1.8737878737283868
10,21,16,70,-80,2,0.01,1.3105263157894738,59.83935742971887,249,149,100,1028517.1258968621,2.8517125896862128
10,21,16,70,-80,2,0.02,1.0894736842105264,60.86956521739131,207,126,81,1029167.9607870321,2.916796078703215
10,21,16,70,-80,2,0.03,0.9157894736842105,63.793103448275865,174,111,63,1034838.3918722712,3.4838391872271197
10,21,16,70,-80,2,0.04,0.7368421052631579,64.28571428571429,140,90,50,1029470.3672902841,2.9470367290284134
10,21,16,70,-80,2,0.05,0.6684210526315789,62.99212598425197,127,80,47,1022770.1637174762,2.2770163717476186
10,21,16,70,-60,2,0.01,1.5473684210526315,61.904761904761905,294,182,112,1042689.088711974,4.268908871197398
10,21,16,70,-60,2,0.02,1.3105263157894738,63.05220883534136,249,157,92,1043835.7440166943,4.383574401669425
10,21,16,70,-60,2,0.03,1.1157894736842104,66.0377358490566,212,140,72,1049111.793969603,4.911179396960303
10,21,16,70,-60,2,0.04,0.8736842105263158,65.66265060240963,166,109,57,1037935.8419534031,3.7935841953403084
10,21,16,70,-60,2,0.05,0.7894736842105263,64.0,150,96,54,1028926.8528142384,2.89268528142384
10,21,16,90,-100,2,0.01,0.8947368421052632,62.94117647058823,170,107,63,1029140.9854517961,2.914098545179609
10,21,16,90,-100,2,0.02,0.7736842105263158,63.94557823129252,147,94,53,1028748.4485101571,2.8748448510157063
10,21,16,90,-100,2,0.03,0.6789473684210526,68.21705426356588,129,88,41,1035592.2089814949,3.5592208981494884
10,21,16,90,-100,2,0.04,0.5684210526315789,68.51851851851852,108,74,34,1029709.1176398667,2.9709117639866656
10,21,16,90,-100,2,0.05,0.5052631578947369,67.70833333333334,96,65,31,1024139.1344253999,2.413913442539994
10,21,16,90,-80,2,0.01,1.0736842105263158,63.23529411764706,204,129,75,1037820.7004609947,3.7820700460994736
10,21,16,90,-80,2,0.02,0.9210526315789473,64.0,175,112,63,1035757.8748020175,3.575787480201747
10,21,16,90,-80,2,0.03,0.7947368421052632,67.54966887417218,151,102,49,1041062.8472705629,4.106284727056289
10,21,16,90,-80,2,0.04,0.6473684210526316,68.29268292682927,123,84,39,1034986.7921682283,3.49867921682283
10,21,16,90,-80,2,0.05,0.5894736842105263,66.96428571428571,112,75,37,1028192.7982142542,2.8192798214254204
10,21,16,90,-60,2,0.01,1.3210526315789475,64.9402390438247,251,163,88,1051986.6455957931,5.198664559579315
10,21,16,90,-60,2,0.02,1.1421052631578947,65.89861751152074,217,143,74,1050519.5780077744,5.051957800777443
10,21,16,90,-60,2,0.03,0.9947368421052631,69.31216931216932,189,131,58,1055422.1025363053,5.542210253630532
10,21,16,90,-60,2,0.04,0.7842105263157895,69.12751677852349,149,103,46,1043497.6291424135,4.34976291424135
10,21,16,90,-60,2,0.05,0.7105263157894737,67.4074074074074,135,91,44,1034382.1295173151,3.438212951731507
10,21,18,50,-100,2,0.01,1.7263157894736842,56.70731707317073,328,186,142,1019053.1380600062,1.9053138060006196
10,21,18,50,-100,2,0.02,1.4526315789473685,57.2463768115942,276,158,118,1019996.2725721262,1.9996272572126241
10,21,18,50,-100,2,0.03,1.2210526315789474,59.05172413793104,232,137,95,1023890.1617758777,2.38901617758777
10,21,18,50,-100,2,0.04,0.9842105263157894,60.962566844919785,187,114,73,1026944.772718626,2.694477271862596
10,21,18,50,-100,2,0.05,0.8263157894736842,58.59872611464968,157,92,65,1013956.2147493114,1.3956214749311446
10,21,18,50,-80,2,0.01,1.9157894736842105,57.417582417582416,364,209,155,1026641.9856611764,2.664198566117638
10,21,18,50,-80,2,0.02,1.6157894736842104,57.98045602605863,307,178,129,1028390.5828199327,2.8390582819932724
10,21,18,50,-80,2,0.03,1.3526315789473684,59.92217898832685,257,154,103,1031789.8180845027,3.1789818084502706
10,21,18,50,-80,2,0.04,1.0789473684210527,61.951219512195124,205,127,78,1034477.6664692591,3.447766646925907
10,21,18,50,-80,2,0.05,0.9210526315789473,59.42857142857143,175,104,71,1019668.6096125592,1.9668609612559202
10,21,18,50,-60,2,0.01,2.1789473684210527,58.454106280193244,414,242,172,1036505.5028986916,3.6505502898691575
10,21,18,50,-60,2,0.02,1.8631578947368421,58.75706214689266,354,208,146,1035201.8849617805,3.520188496178051
10,21,18,50,-60,2,0.03,1.5578947368421052,61.14864864864865,296,181,115,1040533.2928359931,4.053329283599312
10,21,18,50,-60,2,0.04,1.2263157894736842,62.231759656652365,233,145,88,1038572.7574981505,3.8572757498150456
10,21,18,50,-60,2,0.05,1.0473684210526315,59.2964824120603,199,118,81,1019952.0462712292,1.9952046271229162
10,21,18,70,-100,2,0.01,1.3,58.70445344129555,247,145,102,1023568.1741407033,2.356817414070328
10,21,18,70,-100,2,0.02,1.1157894736842104,58.9622641509434,212,125,87,1022467.0987144695,2.2467098714469467
10,21,18,70,-100,2,0.03,0.9473684210526315,61.111111111111114,180,110,70,1026861.4716381382,2.6861471638138172
10,21,18,70,-100,2,0.04,0.8052631578947368,62.091503267973856,153,95,58,1025530.5948818704,2.5530594881870434
10,21,18,70,-100,2,0.05,0.7157894736842105,60.29411764705882,136,82,54,1016580.2220033861,1.6580222003386123
10,21,18,70,-80,2,0.01,1.5,59.64912280701754,285,170,115,1033859.7515547446,3.385975155474455
10,21,18,70,-80,2,0.02,1.2842105263157895,59.42622950819673,244,145,99,1029918.4535591926,2.9918453559192595
10,21,18,70,-80,2,0.03,1.0842105263157895,61.6504854368932,206,127,79,1033817.1164794188,3.3817116479418825
10,21,18,70,-80,2,0.04,0.9052631578947369,62.7906976744186,172,108,64,1032087.7966126724,3.2087796612672395
10,21,18,70,-80,2,0.05,0.8105263157894737,61.038961038961034,154,94,60,1022307.3999167712,2.2307399916771216
10,21,18,70,-60,2,0.01,1.7894736842105263,60.588235294117645,340,206,134,1044345.3943822422,4.434539438224223
10,21,18,70,-60,2,0.02,1.5368421052631578,60.273972602739725,292,176,116,1037527.2258905539,3.7527225890553906
10,21,18,70,-60,2,0.03,1.2947368421052632,63.00813008130082,246,155,91,1043369.5550104905,4.336955501049046
10,21,18,70,-60,2,0.04,1.0578947368421052,63.18407960199005,201,127,74,1036960.3475951423,3.6960347595142315
10,21,18,70,-60,2,0.05,0.9368421052631579,60.67415730337079,178,108,70,1022591.5700783647,2.2591570078364693
10,21,18,90,-100,2,0.01,1.0526315789473684,59.5,200,119,81,1022195.6756693,2.219567566930002
10,21,18,90,-100,2,0.02,0.9105263157894737,59.53757225433526,173,103,70,1020991.5167716411,2.099151677164109
10,21,18,90,-100,2,0.03,0.7947368421052632,62.913907284768214,151,95,56,1028444.7773571301,2.844477735713008
10,21,18,90,-100,2,0.04,0.6473684210526316,64.22764227642277,123,79,44,1025856.8685017978,2.5856868501797785
10,21,18,90,-100,2,0.05,0.5684210526315789,62.96296296296296,108,68,40,1019044.7877494768,1.9044787749476846
10,21,18,90,-80,2,0.01,1.2578947368421052,60.25104602510461,239,144,95,1031562.4316832959,3.1562431683295875
10,21,18,90,-80,2,0.02,1.0789473684210527,60.0,205,123,82,1028432.118131316,2.8432118131316035
10,21,18,90,-80,2,0.03,0.9315789473684211,63.2768361581921,177,112,65,1035411.1470260147,3.541114702601475
10,21,18,90,-80,2,0.04,0.7473684210526316,64.7887323943662,142,92,50,1032416.1564131157,3.2416156413115673
10,21,18,90,-80,2,0.05,0.6684210526315789,62.99212598425197,127,80,47,1023595.7330570456,2.3595733057045614
10,21,18,90,-60,2,0.01,1.5473684210526315,61.224489795918366,294,180,114,1042024.7745655207,4.202477456552069
10,21,18,90,-60,2,0.02,1.331578947368421,60.86956521739131,253,154,99,1036029.9097992658,3.602990979926579
10,21,18,90,-60,2,0.03,1.1421052631578947,64.51612903225806,217,140,77,1044978.3143505746,4.497831435057463
10,21,18,90,-60,2,0.04,0.9,64.91228070175438,171,111,60,1037290.2576027218,3.7290257602721804
10,21,18,90,-60,2,0.05,0.8,62.5,152,95,57,1024657.8458179524,2.4657845817952415
10,21,20,50,-100,2,0.01,1.936842105263158,57.33695652173913,368,211,157,1025064.6599707078,2.5064659970707845
10,21,20,50,-100,2,0.02,1.6105263157894736,57.51633986928104,306,176,130,1022978.3714602841,2.2978371460284106
10,21,20,50,-100,2,0.03,1.3473684210526315,60.15625,256,154,102,1032351.2273104367,3.235122731043666
10,21,20,50,-100,2,0.04,1.0736842105263158,61.274509803921575,204,125,79,1031157.1893523713,3.1157189352371266
10,21,20,50,-100,2,0.05,0.8842105263157894,57.738095238095234,168,97,71,1013626.1404696933,1.3626140469693344
10,21,20,50,-80,2,0.01,2.1052631578947367,56.49999999999999,400,226,174,1020839.0409164415,2.0839040916441474
10,21,20,50,-80,2,0.02,1.7736842105263158,57.27002967359051,337,193,144,1024302.008356825,2.4302008356824985
10,21,20,50,-80,2,0.03,1.4894736842105263,60.07067137809188,283,170,113,1035606.4811957293,3.5606481195729343
10,21,20,50,-80,2,0.04,1.2,60.526315789473685,228,138,90,1031818.3956503961,3.1818395650396125
10,21,20,50,-80,2,0.05,1.0,57.36842105263158,190,109,81,1014090.2717528444,1.4090271752844448
10,21,20,50,-60,2,0.01,2.3473684210526318,56.95067264573991,446,254,192,1024807.8939524239,2.480789395242394
10,21,20,50,-60,2,0.02,2.0210526315789474,57.03125,384,219,165,1023155.9464155,2.3155946415500015
10,21,20,50,-60,2,0.03,1.668421052631579,59.93690851735016,317,190,127,1035986.2924900316,3.5986292490031566
