FAST_LENGTH,SLOW_LENGTH,SIGNAL_LENGTH,HISTOGRAM_UPPER_LIMIT,HISTOGRAM_LOWER_LIMIT,LOOKBACK_PERIOD,PRICE_MOVEMENT_THRESHOLD,trades_per_day,win_rate,total_trades,wins,losses,final_capital,profit_percentage
10,31,12,70,-100,2,0.05,0.7263157894736842,62.31884057971014,138,86,52,1021283.613669915,2.1283613669915007
10,31,12,70,-80,2,0.01,1.6157894736842104,61.23778501628665,307,188,119,1040788.4631981679,4.078846319816785
10,31,12,70,-80,2,0.02,1.3842105263157896,62.3574144486692,263,164,99,1042560.6203694236,4.256062036942365
10,31,12,70,-80,2,0.03,1.1789473684210525,64.28571428571429,224,144,80,1043204.6755549537,4.320467555495375
10,31,12,70,-80,2,0.04,0.9421052631578948,65.92178770949721,179,118,61,1041513.5506315031,4.151355063150311
10,31,12,70,-80,2,0.05,0.8263157894736842,63.69426751592356,157,100,57,1028252.641239966,2.825264123996603
10,31,12,70,-60,2,0.01,1.8631578947368421,59.887005649717516,354,212,142,1035749.1224498762,3.574912244987616
10,31,12,70,-60,2,0.02,1.6263157894736842,60.84142394822006,309,188,121,1037647.122337152,3.764712233715202
10,31,12,70,-60,2,0.03,1.368421052631579,63.46153846153846,260,165,95,1043132.7214178196,4.313272141781962
10,31,12,70,-60,2,0.04,1.0894736842105264,63.76811594202898,207,132,75,1037052.6683320008,3.705266833200085
10,31,12,70,-60,2,0.05,0.9263157894736842,62.5,176,110,66,1026905.9798735611,2.6905979873561066
10,31,12,90,-100,2,0.01,1.1789473684210525,62.5,224,140,84,1035960.5298414035,3.596052984140348
10,31,12,90,-100,2,0.02,0.9894736842105263,63.829787234042556,188,120,68,1037108.7853003385,3.7108785300338525
10,31,12,90,-100,2,0.03,0.8421052631578947,66.25,160,106,54,1039145.7835563144,3.9145783556314413
10,31,12,90,-100,2,0.04,0.6842105263157895,66.15384615384615,130,86,44,1031656.7607753485,3.1656760775348523
10,31,12,90,-100,2,0.05,0.5947368421052631,64.60176991150442,113,73,40,1023061.3610664734,2.3061361066473416
10,31,12,90,-80,2,0.01,1.368421052631579,63.46153846153846,260,165,95,1046260.6862296268,4.626068622962676
10,31,12,90,-80,2,0.02,1.168421052631579,63.96396396396396,222,142,80,1044297.3776596097,4.429737765960966
10,31,12,90,-80,2,0.03,1.0,66.3157894736842,190,126,64,1045765.1158076422,4.5765115807642225
10,31,12,90,-80,2,0.04,0.7894736842105263,67.33333333333333,150,101,49,1039414.3541453682,3.941435414536821
10,31,12,90,-80,2,0.05,0.6947368421052632,65.9090909090909,132,87,45,1030042.5196160625,3.004251961606252
10,31,12,90,-60,2,0.01,1.631578947368421,61.61290322580645,310,191,119,1042346.1913972344,4.234619139723445
10,31,12,90,-60,2,0.02,1.4105263157894736,61.940298507462686,268,166,102,1039375.694440442,3.9375694440442017
10,31,12,90,-60,2,0.03,1.1894736842105262,65.04424778761062,226,147,79,1045692.985066364,4.569298506636406
10,31,12,90,-60,2,0.04,0.9368421052631579,64.60674157303372,178,115,63,1034962.4628651779,3.4962462865177892
10,31,12,90,-60,2,0.05,0.7947368421052632,64.23841059602648,151,97,54,1028693.5141175216,2.869351411752158
10,31,14,50,-100,2,0.01,2.2157894736842105,57.24465558194775,421,241,180,1029067.8687281741,2.906786872817413
10,31,14,50,-100,2,0.02,1.868421052631579,57.46478873239437,355,204,151,1027278.6022467159,2.727860224671592
10,31,14,50,-100,2,0.03,1.5473684210526315,59.183673469387756,294,174,120,1031947.6531325058,3.194765313250583
10,31,14,50,-100,2,0.04,1.2157894736842105,59.74025974025974,231,138,93,1029372.9166932695,2.937291669326951
10,31,14,50,-100,2,0.05,1.0157894736842106,56.994818652849744,193,110,83,1013732.1270453774,1.3732127045377391
10,31,14,50,-80,2,0.01,2.3947368421052633,56.92307692307692,455,259,196,1027192.3646654434,2.7192364665443427
10,31,14,50,-80,2,0.02,2.031578947368421,57.51295336787565,386,222,164,1028366.4728532193,2.8366472853219253
10,31,14,50,-80,2,0.03,1.6842105263157894,59.68750000000001,320,191,129,1036071.3980572701,3.6071398057270097
10,31,14,50,-80,2,0.04,1.3105263157894738,59.43775100401606,249,148,101,1028917.3301743944,2.8917330174394418
10,31,14,50,-80,2,0.05,1.1,55.980861244019145,209,117,92,1009352.8225189997,0.9352822518999689
10,31,14,50,-60,2,0.01,2.7,56.72514619883041,513,291,222,1026062.0067660159,2.6062006766015897
10,31,14,50,-60,2,0.02,2.3105263157894735,57.630979498861045,439,253,186,1031461.7417353475,3.146174173534755
10,31,14,50,-60,2,0.03,1.9105263157894736,59.50413223140496,363,216,147,1037983.576419655,3.7983576419655005
10,31,14,50,-60,2,0.04,1.4842105263157894,58.86524822695035,282,166,116,1028335.9265328841,2.833592653288413
10,31,14,50,-60,2,0.05,1.2105263157894737,56.52173913043478,230,130,100,1012523.0775444316,1.2523077544431551
10,31,14,70,-100,2,0.01,1.7947368421052632,57.18475073313783,341,195,146,1025368.5866730699,2.536858667306986
10,31,14,70,-100,2,0.02,1.5105263157894737,58.536585365853654,287,168,119,1030486.3833237325,3.048638332373253
10,31,14,70,-100,2,0.03,1.263157894736842,61.66666666666667,240,148,92,1039231.2301232584,3.923123012325843
10,31,14,70,-100,2,0.04,1.0315789473684212,61.73469387755102,196,121,75,1033315.8804419914,3.331588044199138
10,31,14,70,-100,2,0.05,0.8842105263157894,58.92857142857143,168,99,69,1018343.2291217415,1.8343229121741491
10,31,14,70,-80,2,0.01,1.9947368421052631,56.72823218997362,379,215,164,1022223.1434557993,2.222314345579932
10,31,14,70,-80,2,0.02,1.6842105263157894,58.4375,320,187,133,1030936.7413161146,3.093674131611455
10,31,14,70,-80,2,0.03,1.4052631578947368,61.79775280898876,267,165,102,1041919.7346010762,4.191973460107622
10,31,14,70,-80,2,0.04,1.1263157894736842,61.21495327102804,214,131,83,1032858.5488207353,3.2858548820735307
10,31,14,70,-80,2,0.05,0.968421052631579,57.608695652173914,184,106,78,1013944.0047174647,1.3944004717464675
10,31,14,70,-60,2,0.01,2.3105263157894735,56.71981776765376,439,249,190,1023111.6822825341,2.3111682282534076
10,31,14,70,-60,2,0.02,1.9736842105263157,58.666666666666664,375,220,155,1036078.6932204727,3.607869322047266
10,31,14,70,-60,2,0.03,1.6368421052631579,61.41479099678456,311,191,120,1045202.7474129739,4.52027474129739
10,31,14,70,-60,2,0.04,1.305263157894737,60.483870967741936,248,150,98,1033619.8869998574,3.361988699985738
10,31,14,70,-60,2,0.05,1.0789473684210527,58.048780487804876,205,119,86,1017128.6800903833,1.7128680090383277
10,31,14,90,-100,2,0.01,1.4631578947368422,60.07194244604317,278,167,111,1033565.4038096615,3.3565403809661514
10,31,14,90,-100,2,0.02,1.268421052631579,60.16597510373444,241,145,96,1031397.892805725,3.1397892805724985
10,31,14,90,-100,2,0.03,1.063157894736842,63.366336633663366,202,128,74,1038976.8594211974,3.897685942119744
10,31,14,90,-100,2,0.04,0.9052631578947369,63.95348837209303,172,110,62,1035744.0837080836,3.574408370808361
10,31,14,90,-100,2,0.05,0.8,61.8421052631579,152,94,58,1024447.5267233704,2.4447526723370423
10,31,14,90,-80,2,0.01,1.6631578947368422,59.17721518987342,316,187,129,1030394.8158559505,3.0394815855950466
10,31,14,90,-80,2,0.02,1.4421052631578948,59.854014598540154,274,164,110,1031848.6491591028,3.1848649159102815
10,31,14,90,-80,2,0.03,1.2052631578947368,63.31877729257642,229,145,84,1041664.7058387571,4.16647058387571
10,31,14,90,-80,2,0.04,1.0,63.1578947368421,190,120,70,1035285.6773969305,3.5285677396930524
10,31,14,90,-80,2,0.05,0.8842105263157894,60.11904761904761,168,101,67,1020021.9318634229,2.0021931863422853
10,31,14,90,-60,2,0.01,2.0052631578947366,58.79265091863517,381,224,157,1032701.4396823725,3.27014396823725
10,31,14,90,-60,2,0.02,1.736842105263158,60.0,330,198,132,1038329.4121778281,3.832941217782814
10,31,14,90,-60,2,0.03,1.4421052631578948,62.77372262773723,274,172,102,1046291.4091499536,4.6291409149953635
10,31,14,90,-60,2,0.04,1.1789473684210525,62.05357142857143,224,139,85,1036048.8046551596,3.604880465515959
10,31,14,90,-60,2,0.05,0.9947368421052631,60.317460317460316,189,114,75,1023225.6972697258,2.3225697269725845
10,31,16,50,-100,2,0.01,2.4789473684210526,57.11252653927813,471,269,202,1026836.6740070032,2.6836674007003194
10,31,16,50,-100,2,0.02,2.0631578947368423,57.14285714285714,392,224,168,1024976.1166973424,2.4976116697342365
10,31,16,50,-100,2,0.03,1.7210526315789474,58.40978593272171,327,191,136,1027968.2010600019,2.7968201060001854
10,31,16,50,-100,2,0.04,1.4,58.27067669172933,266,155,111,1023247.1576748614,2.324715767486137
10,31,16,50,-100,2,0.05,1.1631578947368422,54.75113122171946,221,121,100,1004179.0522409437,0.4179052240943653
10,31,16,50,-80,2,0.01,2.6578947368421053,56.83168316831683,505,287,218,1025823.900691071,2.5823900691070945
10,31,16,50,-80,2,0.02,2.231578947368421,56.839622641509436,424,241,183,1023815.5017508313,2.381550175083126
10,31,16,50,-80,2,0.03,1.8578947368421053,58.640226628895185,353,207,146,1030625.0841615229,3.0625084161522915
10,31,16,50,-80,2,0.04,1.4947368421052631,57.74647887323944,284,164,120,1020854.5879868944,2.0854587986894417
10,31,16,50,-80,2,0.05,1.2263157894736842,54.077253218884124,233,126,107,1001236.9485137408,0.123694851374079
10,31,16,50,-60,2,0.01,2.973684210526316,57.16814159292035,565,323,242,1029816.7312428063,2.98167312428063
10,31,16,50,-60,2,0.02,2.4947368421052634,57.17299578059072,474,271,203,1027669.5235831193,2.766952358311927
10,31,16,50,-60,2,0.03,2.0736842105263156,58.88324873096447,394,232,162,1035246.238784146,3.5246238784146033
10,31,16,50,-60,2,0.04,1.6631578947368422,58.22784810126582,316,184,132,1025972.5714781117,2.597257147811167
10,31,16,50,-60,2,0.05,1.3473684210526315,55.46875,256,142,114,1007354.8527318591,0.7354852731859078
10,31,16,70,-100,2,0.01,2.0842105263157893,56.81818181818182,396,225,171,1023168.3234679524,2.316832346795243
10,31,16,70,-100,2,0.02,1.7578947368421052,56.287425149700596,334,188,146,1017655.9031778914,1.7655903177891392
10,31,16,70,-100,2,0.03,1.4736842105263157,58.214285714285715,280,163,117,1024208.2338305099,2.420823383050994
10,31,16,70,-100,2,0.04,1.2157894736842105,58.44155844155844,231,135,96,1021824.8111972992,2.1824811197299163
10,31,16,70,-100,2,0.05,1.0263157894736843,55.8974358974359,195,109,86,1007478.5715615889,0.7478571561588906
10,31,16,70,-80,2,0.01,2.2842105263157895,56.68202764976959,434,246,188,1023342.9901058249,2.3342990105824897
10,31,16,70,-80,2,0.02,1.9421052631578948,56.09756097560976,369,207,162,1017397.5904738234,1.7397590473823368
10,31,16,70,-80,2,0.03,1.6105263157894736,58.496732026143796,306,179,127,1026855.3989335728,2.6855398933572814
10,31,16,70,-80,2,0.04,1.3105263157894738,57.831325301204814,249,144,105,1019435.567258193,1.943556725819304
10,31,16,70,-80,2,0.05,1.0894736842105264,55.072463768115945,207,114,93,1004526.8007057292,0.45268007057291687
10,31,16,70,-60,2,0.01,2.6157894736842104,56.941649899396374,497,283,214,1025835.9794536732,2.5835979453673237
10,31,16,70,-60,2,0.02,2.210526315789474,56.42857142857143,420,237,183,1020287.1183577894,2.0287118357789353
10,31,16,70,-60,2,0.03,1.8263157894736841,58.789625360230545,347,204,143,1031459.6509030543,3.1459650903054284
10,31,16,70,-60,2,0.04,1.4789473684210526,58.362989323843415,281,164,117,1024546.4365876584,2.454643658765836
10,31,16,70,-60,2,0.05,1.2105263157894737,56.52173913043478,230,130,100,1010664.8070591434,1.0664807059143437
10,31,16,90,-100,2,0.01,1.7263157894736842,57.3170731707317,328,188,140,1021450.5127794949,2.145051277949486
10,31,16,90,-100,2,0.02,1.4736842105263157,58.214285714285715,280,163,117,1024693.2455831154,2.4693245583115377
10,31,16,90,-100,2,0.03,1.2421052631578948,60.59322033898306,236,143,93,1030865.2118917812,3.0865211891781192
10,31,16,90,-100,2,0.04,1.0526315789473684,61.5,200,123,77,1030390.710462855,3.0390710462854944
10,31,16,90,-100,2,0.05,0.9315789473684211,58.75706214689266,177,104,73,1016647.7355107208,1.6647735510720754
10,31,16,90,-80,2,0.01,1.936842105263158,57.33695652173913,368,211,157,1023720.9854038986,2.372098540389864
10,31,16,90,-80,2,0.02,1.6631578947368422,57.91139240506329,316,183,133,1025767.898262359,2.576789826235897
10,31,16,90,-80,2,0.03,1.3842105263157896,60.836501901140686,263,160,103,1034876.1861811333,3.4876186181133266
10,31,16,90,-80,2,0.04,1.1526315789473685,60.73059360730594,219,133,86,1029320.812437128,2.9320812437128043
10,31,16,90,-80,2,0.05,0.9947368421052631,57.67195767195767,189,109,80,1013669.1002910112,1.3669100291011156
10,31,16,90,-60,2,0.01,2.294736842105263,58.02752293577982,436,253,183,1031484.5831901714,3.1484583190171396
10,31,16,90,-60,2,0.02,1.9473684210526316,58.37837837837838,370,216,154,1031482.3939181388,3.148239391813881
10,31,16,90,-60,2,0.03,1.6105263157894736,61.111111111111114,306,187,119,1041651.23918535,4.165123918535001
10,31,16,90,-60,2,0.04,1.3210526315789475,60.95617529880478,251,153,98,1034481.2407559211,3.448124075592111
10,31,16,90,-60,2,0.05,1.1157894736842104,58.9622641509434,212,125,87,1019862.9692584433,1.9862969258443337
10,31,18,50,-100,2,0.01,2.6157894736842104,57.14285714285714,497,284,213,1024638.7905633778,2.463879056337779
10,31,18,50,-100,2,0.02,2.1842105263157894,56.3855421686747,415,234,181,1015860.2383578375,1.5860238357837544
10,31,18,50,-100,2,0.03,1.8157894736842106,57.391304347826086,345,198,147,1018451.4234277835,1.8451423427783535
10,31,18,50,-100,2,0.04,1.4947368421052631,57.04225352112676,284,162,122,1015637.9124614046,1.563791246140457
10,31,18,50,-100,2,0.05,1.2421052631578948,54.66101694915254,236,129,107,1002024.4073488724,0.20244073488723952
10,31,18,50,-80,2,0.01,2.873684210526316,57.692307692307686,546,315,231,1031970.1019290009,3.1970101929000925
10,31,18,50,-80,2,0.02,2.405263157894737,56.89277899343544,457,260,197,1021175.5653015617,2.1175565301561727
10,31,18,50,-80,2,0.03,2.0052631578947366,58.00524934383202,381,221,160,1024290.088117231,2.429008811723103
10,31,18,50,-80,2,0.04,1.6368421052631579,56.91318327974276,311,177,134,1015724.5185934108,1.5724518593410846
10,31,18,50,-80,2,0.05,1.3210526315789475,54.581673306772906,251,137,114,1001641.2349714595,0.16412349714594893
10,31,18,50,-60,2,0.01,3.1789473684210527,56.29139072847682,604,340,264,1017575.6606479033,1.7575660647903335
10,31,18,50,-60,2,0.02,2.6526315789473682,55.75396825396825,504,281,223,1011104.7353343397,1.1104735334339668
10,31,18,50,-60,2,0.03,2.2,56.45933014354066,418,236,182,1014009.2540183493,1.400925401834934
10,31,18,50,-60,2,0.04,1.7842105263157895,55.75221238938053,339,189,150,1009059.4066873074,0.9059406687307404
10,31,18,50,-60,2,0.05,1.4421052631578948,53.64963503649635,274,147,127,996061.7384386634,-0.3938261561336578
10,31,18,70,-100,2,0.01,2.2473684210526317,56.90866510538641,427,243,184,1021205.3494264504,2.120534942645044
10,31,18,70,-100,2,0.02,1.9210526315789473,55.89041095890411,365,204,161,1012029.2494791542,1.202924947915424
10,31,18,70,-100,2,0.03,1.5789473684210527,58.666666666666664,300,176,124,1024969.9724932368,2.4969972493236767
10,31,18,70,-100,2,0.04,1.3157894736842106,58.4,250,146,104,1021286.410359259,2.1286410359258996
10,31,18,70,-100,2,0.05,1.1157894736842104,55.660377358490564,212,118,94,1005607.1689278516,0.5607168927851599
10,31,18,70,-80,2,0.01,2.531578947368421,57.58835758835759,481,277,204,1028450.4136063535,2.8450413606353453
10,31,18,70,-80,2,0.02,2.1526315789473682,56.723716381418086,409,232,177,1019151.7573708287,1.915175737082865
10,31,18,70,-80,2,0.03,1.768421052631579,59.226190476190474,336,199,137,1030846.0072735684,3.0846007273568423
10,31,18,70,-80,2,0.04,1.4578947368421054,58.12274368231047,277,161,116,1021373.4981536275,2.13734981536275
10,31,18,70,-80,2,0.05,1.194736842105263,55.50660792951542,227,126,101,1005222.6265086883,0.5222626508688322
10,31,18,70,-60,2,0.01,2.8473684210526318,56.007393715341955,541,303,238,1013519.2700462432,1.351927004624321
10,31,18,70,-60,2,0.02,2.405263157894737,55.36105032822757,457,253,204,1007784.7411570048,0.7784741157004843
10,31,18,70,-60,2,0.03,1.9736842105263157,57.06666666666666,375,214,161,1017798.511355253,1.7798511355253053
10,31,18,70,-60,2,0.04,1.6105263157894736,56.5359477124183,306,173,133,1013347.9076377897,1.3347907637789729
10,31,18,70,-60,2,0.05,1.3210526315789475,54.18326693227091,251,136,115,998319.3968572281,-0.16806031427718698
10,31,18,90,-100,2,0.01,1.8842105263157896,58.37988826815642,358,209,149,1029548.0830228822,2.954808302288223
10,31,18,90,-100,2,0.02,1.6263157894736842,57.60517799352751,309,178,131,1022602.3459662074,2.260234596620745
10,31,18,90,-100,2,0.03,1.3526315789473684,59.92217898832685,257,154,103,1028360.9462364858,2.836094623648585
10,31,18,90,-100,2,0.04,1.131578947368421,59.53488372093023,215,128,87,1022939.9214765055,2.2939921476505467
10,31,18,90,-100,2,0.05,0.9789473684210527,56.98924731182796,186,106,80,1009259.5288021676,0.9259528802167624
10,31,18,90,-80,2,0.01,2.168421052631579,58.98058252427184,412,243,169,1036896.7197282808,3.689671972828079
10,31,18,90,-80,2,0.02,1.8578947368421053,58.35694050991501,353,206,147,1029804.7603317933,2.980476033179334
10,31,18,90,-80,2,0.03,1.5473684210526315,60.544217687074834,294,178,116,1035617.34854309,3.5617348543090044
10,31,18,90,-80,2,0.04,1.2789473684210526,59.25925925925925,243,144,99,1024373.3016860595,2.4373301686059454
10,31,18,90,-80,2,0.05,1.0578947368421052,56.71641791044776,201,114,87,1008873.5897269903,0.8873589726990322
10,31,18,90,-60,2,0.01,2.5105263157894737,57.023060796645694,477,272,205,1022152.2151461568,2.2152215146156844
10,31,18,90,-60,2,0.02,2.142105263157895,56.26535626535627,407,229,178,1015584.4947663901,1.5584494766390067
10,31,18,90,-60,2,0.03,1.7578947368421052,58.08383233532935,334,194,140,1023292.7392081644,2.3292739208164392
10,31,18,90,-60,2,0.04,1.431578947368421,57.35294117647059,272,156,116,1016324.1397785383,1.6324139778538256
10,31,18,90,-60,2,0.05,1.1842105263157894,55.111111111111114,225,124,101,1001945.287582252,0.19452875822520582
10,31,20,50,-100,2,0.01,2.778947368421053,55.11363636363637,528,291,237,1006321.5850142868,0.63215850142868
10,31,20,50,-100,2,0.02,2.3105263157894735,54.66970387243736,439,240,199,1004238.5761983342,0.4238576198334224
10,31,20,50,-100,2,0.03,1.936842105263158,55.434782608695656,368,204,164,1007690.4644160338,0.7690464416033821
10,31,20,50,-100,2,0.04,1.5736842105263158,55.18394648829431,299,165,134,1007409.5658702446,0.7409565870244639
10,31,20,50,-100,2,0.05,1.2894736842105263,52.244897959183675,245,128,117,991691.3956644229,-0.830860433557711
10,31,20,50,-80,2,0.01,2.968421052631579,55.673758865248224,564,314,250,1012193.7640896448,1.219376408964477
10,31,20,50,-80,2,0.02,2.4789473684210526,54.989384288747345,471,259,212,1006919.8376979618,0.6919837697961834
10,31,20,50,-80,2,0.03,2.0789473684210527,55.44303797468354,395,219,176,1007966.1244503252,0.796612445032515
10,31,20,50,-80,2,0.04,1.6842105263157894,55.00000000000001,320,176,144,1006372.8001688097,0.6372800168809714
10,31,20,50,-80,2,0.05,1.3631578947368421,51.737451737451735,259,134,125,988627.4232291137,-1.1372576770886313
10,31,20,50,-60,2,0.01,3.3,54.70494417862839,627,343,284,999775.5682224131,-0.022443177758692763
10,31,20,50,-60,2,0.02,2.7526315789473683,54.11089866156787,523,283,240,997637.2801536825,-0.23627198463175447
10,31,20,50,-60,2,0.03,2.268421052631579,54.524361948955914,431,235,196,1000067.3383107221,0.006733831072214525
10,31,20,50,-60,2,0.04,1.8263157894736841,54.17867435158501,347,188,159,1000079.3069821331,0.007930698213307186
10,31,20,50,-60,2,0.05,1.4789473684210526,51.245551601423486,281,144,137,984063.5112880416,-1.59364887119584
10,31,20,70,-100,2,0.01,2.431578947368421,55.1948051948052,462,255,207,1008085.2912243315,0.8085291224331479
10,31,20,70,-100,2,0.02,2.057894736842105,53.96419437340153,391,211,180,999282.7697678013,-0.07172302321987226
10,31,20,70,-100,2,0.03,1.7263157894736842,56.09756097560976,328,184,144,1012050.5099641831,1.205050996418309
10,31,20,70,-100,2,0.04,1.4,55.639097744360896,266,148,118,1009335.3946938907,0.9335394693890702
10,31,20,70,-100,2,0.05,1.1894736842105262,53.09734513274337,226,120,106,994994.083413645,-0.5005916586354957
10,31,20,70,-80,2,0.01,2.642105263157895,55.77689243027888,502,280,222,1012721.4025983331,1.2721402598333078
10,31,20,70,-80,2,0.02,2.231578947368421,54.48113207547169,424,231,193,1002735.5945642863,0.27355945642862933
10,31,20,70,-80,2,0.03,1.868421052631579,56.056338028169016,355,199,156,1012327.3627162245,1.232736271622451
10,31,20,70,-80,2,0.04,1.5105263157894737,55.400696864111495,287,159,128,1008296.6470445595,0.8296647044559475
10,31,20,70,-80,2,0.05,1.263157894736842,52.5,240,126,114,991919.9068520626,-0.8080093147937442
10,31,20,70,-60,2,0.01,2.9789473684210526,54.59363957597173,566,309,257,999001.1593229627,-0.09988406770372531
10,31,20,70,-60,2,0.02,2.5105263157894737,53.459119496855344,477,255,222,992195.8243289453,-0.7804175671054749
10,31,20,70,-60,2,0.03,2.068421052631579,54.70737913486005,393,215,178,1001736.1640160037,0.17361640160037203
10,31,20,70,-60,2,0.04,1.6578947368421053,54.285714285714285,315,171,144,1000684.2508650244,0.06842508650243981
10,31,20,70,-60,2,0.05,1.3842105263157896,51.71102661596958,263,136,127,986053.0315568725,-1.3946968443127465
10,31,20,90,-100,2,0.01,2.094736842105263,55.778894472361806,398,222,176,1013616.2625883834,1.3616262588383397
10,31,20,90,-100,2,0.02,1.8105263157894738,54.65116279069767,344,188,156,1005932.5703538907,0.5932570353890653
10,31,20,90,-100,2,0.03,1.5052631578947369,56.29370629370629,286,161,125,1012274.2051150515,1.2274205115051475
10,31,20,90,-100,2,0.04,1.2105263157894737,56.52173913043478,230,130,100,1010892.2219405622,1.0892221940562246
10,31,20,90,-100,2,0.05,1.0421052631578946,55.05050505050505,198,109,89,1002329.2460593794,0.23292460593794237
10,31,20,90,-80,2,0.01,2.3263157894736843,56.334841628959275,442,249,193,1017426.6558896715,1.742665588967153
10,31,20,90,-80,2,0.02,1.9947368421052631,55.145118733509236,379,209,170,1009018.9856558202,0.901898565582023
10,31,20,90,-80,2,0.03,1.6526315789473685,56.36942675159236,314,177,137,1013883.4855788755,1.3883485578875523
10,31,20,90,-80,2,0.04,1.3263157894736841,56.34920634920635,252,142,110,1011180.6868091468,1.1180686809146776
10,31,20,90,-80,2,0.05,1.1157894736842104,54.24528301886793,212,115,97,999232.4064634552,-0.0767593536544824
10,31,20,90,-60,2,0.01,2.6736842105263157,55.118110236220474,508,280,228,1005572.3061965399,0.5572306196539896
10,31,20,90,-60,2,0.02,2.278947368421053,53.81062355658198,433,233,200,997071.2192685716,-0.2928780731428415
10,31,20,90,-60,2,0.03,1.8526315789473684,54.82954545454546,352,193,159,1003276.0063679761,0.32760063679760787
10,31,20,90,-60,2,0.04,1.4736842105263157,55.00000000000001,280,154,126,1003546.5168258894,0.35465168258893537
10,31,20,90,-60,2,0.05,1.236842105263158,53.191489361702125,235,125,110,993322.2801728785,-0.6677719827121473
10,31,22,50,-100,2,0.01,2.9894736842105263,55.98591549295775,568,318,250,1012372.9728001301,1.237297280013014
10,31,22,50,-100,2,0.02,2.4947368421052634,55.48523206751055,474,263,211,1009084.3465989059,0.908434659890586
10,31,22,50,-100,2,0.03,2.0842105263157893,56.060606060606055,396,222,174,1013380.810537174,1.3380810537173995
10,31,22,50,-100,2,0.04,1.7,55.72755417956656,323,180,143,1011397.7637931545,1.1397763793154503
10,31,22,50,-100,2,0.05,1.4052631578947368,53.18352059925093,267,142,125,995280.2163429968,-0.4719783657003194
10,31,22,50,-80,2,0.01,3.2421052631578946,56.006493506493506,616,345,271,1016019.920335601,1.6019920335600968
10,31,22,50,-80,2,0.02,2.7157894736842105,55.42635658914728,516,286,230,1011001.3225316431,1.1001322531643092
10,31,22,50,-80,2,0.03,2.2473684210526317,55.73770491803278,427,238,189,1012440.9204392406,1.244092043924064
10,31,22,50,-80,2,0.04,1.8263157894736841,55.907780979827095,347,194,153,1012911.653926829,1.2911653926828992
10,31,22,50,-80,2,0.05,1.5,52.98245614035088,285,151,134,993449.3605292372,-0.6550639470762806
10,31,22,50,-60,2,0.01,3.4947368421052634,54.36746987951807,664,361,303,991909.3217526922,-0.8090678247307778
10,31,22,50,-60,2,0.02,2.9526315789473685,54.01069518716578,561,303,258,994305.8923108367,-0.5694107689163298
10,31,22,50,-60,2,0.03,2.431578947368421,54.112554112554115,462,250,212,996041.0943095619,-0.3958905690438114
10,31,22,50,-60,2,0.04,1.9526315789473685,54.71698113207547,371,203,168,1003444.9918658682,0.34449918658682144
10,31,22,50,-60,2,0.05,1.5894736842105264,51.65562913907284,302,156,146,984434.7121536634,-1.5565287846336606
10,31,22,70,-100,2,0.01,2.610526315789474,56.25,496,279,217,1018075.871382836,1.807587138283602
10,31,22,70,-100,2,0.02,2.2421052631578946,55.39906103286385,426,236,190,1009353.2821962942,0.9353282196294168
10,31,22,70,-100,2,0.03,1.8736842105263158,56.74157303370787,356,202,154,1017504.0613154696,1.7504061315469561
10,31,22,70,-100,2,0.04,1.5315789473684212,56.70103092783505,291,165,126,1017377.8154446239,1.7377815444623936
10,31,22,70,-100,2,0.05,1.2789473684210526,54.32098765432099,243,132,111,1001638.9483323572,0.16389483323572204
10,31,22,70,-80,2,0.01,2.8947368421052633,56.00000000000001,550,308,242,1019060.7594928587,1.9060759492858663
10,31,22,70,-80,2,0.02,2.4789473684210526,54.989384288747345,471,259,212,1007611.0809089825,0.7611080908982549
10,31,22,70,-80,2,0.03,2.0526315789473686,55.8974358974359,390,218,172,1012881.5164089462,1.288151640894625
10,31,22,70,-80,2,0.04,1.6631578947368422,56.64556962025317,316,179,137,1018006.830438655,1.8006830438654986
10,31,22,70,-80,2,0.05,1.3789473684210527,53.81679389312977,262,141,121,998919.3282629431,-0.1080671737056924
10,31,22,70,-60,2,0.01,3.168421052631579,54.15282392026578,602,326,276,993373.2790097506,-0.6626720990249422
10,31,22,70,-60,2,0.02,2.7263157894736842,53.47490347490348,518,277,241,990252.8684721444,-0.9747131527855644
10,31,22,70,-60,2,0.03,2.2421052631578946,54.22535211267606,426,231,195,997166.0640213833,-0.2833935978616704
10,31,22,70,-60,2,0.04,1.7947368421052632,55.13196480938416,341,188,153,1007178.6305739651,0.7178630573965143
10,31,22,70,-60,2,0.05,1.4736842105263157,52.142857142857146,280,146,134,988565.4085177954,-1.1434591482204617
10,31,22,90,-100,2,0.01,2.263157894736842,56.74418604651162,430,244,186,1022480.5089194282,2.248050891942822
10,31,22,90,-100,2,0.02,1.9684210526315788,55.080213903743314,374,206,168,1008149.0453026519,0.8149045302651938
10,31,22,90,-100,2,0.03,1.6578947368421053,55.87301587301587,315,176,139,1010880.3634426433,1.0880363442643313
10,31,22,90,-100,2,0.04,1.3473684210526315,55.46875,256,142,114,1007770.5362269852,0.7770536226985161
10,31,22,90,-100,2,0.05,1.168421052631579,54.054054054054056,222,120,102,998605.9086152078,-0.13940913847922348
10,31,22,90,-80,2,0.01,2.5526315789473686,56.49484536082474,485,274,211,1024523.1030076076,2.4523103007607627
10,31,22,90,-80,2,0.02,2.210526315789474,54.761904761904766,420,230,190,1007427.458245999,0.7427458245998947
