MACD_FAST_LENGTH,MACD_SLOW_LENGTH,MACD_SIGNAL_LENGTH,SIZE_RATIO_THRESHOLD,DI_LENGTH,DI_SLOPE_LENGTH,MIN_SLOPE_THRESHOLD,REQUIRED_CONSECUTIVE_CANDLES,trades_per_day,win_rate,total_trades,wins,losses,final_capital,profit_percentage
12,17,10,0.7,14,11,18,2,1.805263157894737,55.39358600583091,343,190,153,1009710.6785120568,0.9710678512056824
12,17,10,0.7,14,13,12,1,7.7105263157894735,52.42320819112628,1465,768,697,954543.6663635887,-4.545633363641135
12,17,10,0.7,14,13,12,2,5.889473684210526,52.457551385165324,1119,587,532,963639.3640163863,-3.636063598361367
12,17,10,0.7,14,13,14,1,6.173684210526316,52.514919011082696,1173,616,557,970177.6843027613,-2.9822315697238664
12,17,10,0.7,14,13,14,2,4.436842105263158,52.194543297746144,843,440,403,968562.7504008231,-3.143724959917692
12,17,10,0.7,14,13,16,1,4.8052631578947365,53.12157721796276,913,485,428,983771.975576296,-1.6228024423704017
12,17,10,0.7,14,13,16,2,3.1052631578947367,51.69491525423729,590,305,285,972272.1652549054,-2.7727834745094646
12,17,10,0.7,14,13,18,1,3.468421052631579,52.65553869499241,659,347,312,977592.3363791453,-2.2407663620854725
12,17,10,0.7,14,13,18,2,2.1842105263157894,54.69879518072289,415,227,188,1008730.4521054752,0.8730452105475242
12,17,10,0.7,14,15,12,1,8.005263157894737,52.662721893491124,1521,801,720,958462.819695953,-4.153718030404695
12,17,10,0.7,14,15,12,2,5.968421052631579,49.91181657848324,1134,566,568,909067.2260747149,-9.09327739252851
12,17,10,0.7,14,15,14,1,6.352631578947369,52.52692626346314,1207,634,573,952718.8654305239,-4.728113456947613
12,17,10,0.7,14,15,14,2,4.668421052631579,50.28184892897407,887,446,441,934266.880358826,-6.573311964117398
12,17,10,0.7,14,15,16,1,4.794736842105263,54.88474204171241,911,500,411,1005406.5321022862,0.5406532102286233
12,17,10,0.7,14,15,16,2,3.4789473684210526,53.25264750378215,661,352,309,992181.8917113688,-0.7818108288631193
12,17,10,0.7,14,15,18,1,3.889473684210526,54.26251691474966,739,401,338,997651.0541705001,-0.23489458294998622
12,17,10,0.7,14,15,18,2,2.331578947368421,53.27313769751692,443,236,207,995376.2701131213,-0.46237298868787474
12,17,10,0.7,16,7,12,1,4.931578947368421,50.58697972251868,937,474,463,933749.8485271323,-6.62501514728677
12,17,10,0.7,16,7,12,2,3.3263157894736843,51.58227848101266,632,326,306,970009.342864282,-2.9990657135718037
12,17,10,0.7,16,7,14,1,3.5,50.37593984962406,665,335,330,952154.8966519409,-4.784510334805912
12,17,10,0.7,16,7,14,2,2.126315789473684,53.960396039603964,404,218,186,994979.0117305244,-0.5020988269475638
12,17,10,0.7,16,7,16,1,2.4,50.43859649122807,456,230,226,971691.146469509,-2.8308853530491005
12,17,10,0.7,16,7,16,2,1.4052631578947368,50.56179775280899,267,135,132,985677.5855185973,-1.4322414481402723
12,17,10,0.7,16,7,18,1,1.6421052631578947,49.358974358974365,312,154,158,978717.4920971637,-2.128250790283631
12,17,10,0.7,16,7,18,2,0.8473684210526315,54.037267080745345,161,87,74,1002064.4061683851,0.20644061683850598
12,17,10,0.7,16,9,12,1,5.8,50.0,1102,551,551,914268.7566944134,-8.573124330558663
12,17,10,0.7,16,9,12,2,4.184210526315789,50.943396226415096,795,405,390,952713.4275867756,-4.728657241322438
12,17,10,0.7,16,9,14,1,4.242105263157895,51.240694789081886,806,413,393,951561.3025041588,-4.843869749584119
12,17,10,0.7,16,9,14,2,2.736842105263158,53.07692307692308,520,276,244,987892.2649057284,-1.21077350942716
12,17,10,0.7,16,9,16,1,2.968421052631579,52.4822695035461,564,296,268,987188.0846599813,-1.2811915340018691
12,17,10,0.7,16,9,16,2,1.7789473684210526,53.25443786982249,338,180,158,993228.1553550194,-0.6771844644980621
12,17,10,0.7,16,9,18,1,2.026315789473684,50.12987012987013,385,193,192,977047.0575352698,-2.295294246473024
12,17,10,0.7,16,9,18,2,1.1,55.50239234449761,209,116,93,1005826.0368225094,0.5826036822509371
12,17,10,0.7,16,11,12,1,6.421052631578948,51.47540983606558,1220,628,592,935583.0993498261,-6.441690065017388
12,17,10,0.7,16,11,12,2,4.652631578947369,50.90497737556561,884,450,434,945653.6797699037,-5.434632023009635
12,17,10,0.7,16,11,14,1,4.931578947368421,52.61472785485593,937,493,444,971278.9468715066,-2.872105312849337
12,17,10,0.7,16,11,14,2,3.168421052631579,53.32225913621262,602,321,281,992988.8314205531,-0.701116857944685
12,17,10,0.7,16,11,16,1,3.3789473684210525,53.271028037383175,642,342,300,993710.8487124566,-0.6289151287543354
12,17,10,0.7,16,11,16,2,2.0157894736842104,55.09138381201044,383,211,172,1007908.412277771,0.7908412277771044
12,17,10,0.7,16,11,18,1,2.2473684210526317,50.585480093676814,427,216,211,978253.0296124611,-2.1746970387538895
12,17,10,0.7,16,11,18,2,1.368421052631579,58.07692307692308,260,151,109,1027048.0834488311,2.704808344883111
12,17,10,0.7,16,13,12,1,6.831578947368421,52.92758089368259,1298,687,611,970613.8660659863,-2.9386133934013663
12,17,10,0.7,16,13,12,2,5.021052631578947,51.46750524109015,954,491,463,952398.3005356173,-4.760169946438272
12,17,10,0.7,16,13,14,1,5.184210526315789,53.70558375634518,985,529,456,993481.3421448492,-0.6518657855150756
12,17,10,0.7,16,13,14,2,3.4526315789473685,51.67682926829268,656,339,317,970242.6767479342,-2.9757323252065806
12,17,10,0.7,16,13,16,1,3.7,53.058321479374115,703,373,330,983968.4434189342,-1.6031556581065758
12,17,10,0.7,16,13,16,2,2.3947368421052633,54.065934065934066,455,246,209,1000680.8836735291,0.06808836735291407
12,17,10,0.7,16,13,18,1,2.6736842105263157,54.13385826771654,508,275,233,1006399.5834523708,0.6399583452370833
12,17,10,0.7,16,13,18,2,1.5105263157894737,54.70383275261324,287,157,130,1006666.5543110882,0.666655431108817
12,17,10,0.7,16,15,12,1,6.936842105263158,52.20030349013657,1318,688,630,945200.646286587,-5.4799353713413
12,17,10,0.7,16,15,12,2,5.1947368421052635,49.544072948328264,987,489,498,913782.6515571333,-8.62173484428667
12,17,10,0.7,16,15,14,1,5.252631578947368,53.707414829659314,998,536,462,984406.9103921601,-1.5593089607839938
12,17,10,0.7,16,15,14,2,3.7578947368421054,52.94117647058824,714,378,336,988910.4657500725,-1.10895342499275
12,17,10,0.7,16,15,16,1,4.078947368421052,54.96774193548387,775,426,349,1014552.9367515438,1.4552936751543777
12,17,10,0.7,16,15,16,2,2.663157894736842,52.569169960474305,506,266,240,985323.4536833295,-1.4676546316670487
12,17,10,0.7,16,15,18,1,2.8526315789473684,54.05904059040591,542,293,249,1003207.8208341668,0.32078208341668357
12,17,10,0.7,16,15,18,2,1.7105263157894737,52.307692307692314,325,170,155,991101.2290295584,-0.8898770970441634
12,17,10,0.7,18,7,12,1,4.094736842105263,49.3573264781491,778,384,394,929569.044708382,-7.043095529161801
12,17,10,0.7,18,7,12,2,2.610526315789474,53.42741935483871,496,265,231,992194.5902401056,-0.7805409759894363
12,17,10,0.7,18,7,14,1,2.731578947368421,50.67437379576107,519,263,256,968370.4652296386,-3.162953477036138
12,17,10,0.7,18,7,14,2,1.631578947368421,51.61290322580645,310,160,150,987466.9888777139,-1.2533011122286088
12,17,10,0.7,18,7,16,1,1.8105263157894738,49.41860465116279,344,170,174,977125.5092051736,-2.2874490794826414
12,17,10,0.7,18,7,16,2,0.9894736842105263,53.191489361702125,188,100,88,998193.7103258336,-0.1806289674166357
12,17,10,0.7,18,7,18,1,1.1842105263157894,53.77777777777778,225,121,104,1007080.3547688123,0.7080354768812307
12,17,10,0.7,18,7,18,2,0.6105263157894737,55.172413793103445,116,64,52,1005393.8821311094,0.5393882131109363
12,17,10,0.7,18,9,12,1,5.015789473684211,50.47219307450157,953,481,472,931405.2776633308,-6.859472233666922
12,17,10,0.7,18,9,12,2,3.336842105263158,53.31230283911672,634,338,296,989943.7291691981,-1.005627083080192
12,17,10,0.7,18,9,14,1,3.3263157894736843,52.37341772151899,632,331,301,980069.5171558456,-1.993048284415435
12,17,10,0.7,18,9,14,2,2.0736842105263156,52.53807106598985,394,207,187,986793.7467119457,-1.3206253288054257
12,17,10,0.7,18,9,16,1,2.2736842105263158,51.157407407407405,432,221,211,982308.0468560031,-1.7691953143996884
12,17,10,0.7,18,9,16,2,1.3105263157894738,54.61847389558233,249,136,113,1001775.2014333312,0.177520143333124
12,17,10,0.7,18,9,18,1,1.4157894736842105,50.92936802973978,269,137,132,987822.7248971815,-1.2177275102818501
12,17,10,0.7,18,9,18,2,0.8105263157894737,57.7922077922078,154,89,65,1010357.3629799807,1.035736297998065
12,17,10,0.7,18,11,12,1,5.589473684210526,52.730696798493405,1062,560,502,964279.8152132496,-3.5720184786750355
12,17,10,0.7,18,11,12,2,3.736842105263158,50.70422535211267,710,360,350,954695.1174929881,-4.530488250701188
12,17,10,0.7,18,11,14,1,3.8526315789473684,53.96174863387978,732,395,337,1006689.6066323402,0.6689606632340234
12,17,10,0.7,18,11,14,2,2.4894736842105263,55.602536997885835,473,263,210,1013440.0128555115,1.3440012855511507
12,17,10,0.7,18,11,16,1,2.526315789473684,51.24999999999999,480,246,234,978153.4788256922,-2.1846521174307796
12,17,10,0.7,18,11,16,2,1.5578947368421052,57.0945945945946,296,169,127,1023793.1461028741,2.3793146102874076
12,17,10,0.7,18,11,18,1,1.6,54.60526315789473,304,166,138,1009046.4873052299,0.9046487305229879
12,17,10,0.7,18,11,18,2,1.0,57.89473684210527,190,110,80,1018877.7459808881,1.8877745980888139
12,17,10,0.7,18,13,12,1,5.936842105263158,53.63475177304965,1128,605,523,991567.0406802981,-0.8432959319701884
12,17,10,0.7,18,13,12,2,4.121052631578947,52.10727969348659,783,408,375,968992.7316608168,-3.1007268339183183
12,17,10,0.7,18,13,14,1,4.168421052631579,53.661616161616166,792,425,367,990039.591578595,-0.9960408421405008
12,17,10,0.7,18,13,14,2,2.8,53.19548872180451,532,283,249,991644.1298536692,-0.8355870146330796
12,17,10,0.7,18,13,16,1,2.931578947368421,54.7576301615799,557,305,252,1010753.7309801736,1.0753730980173568
12,17,10,0.7,18,13,16,2,1.7789473684210526,54.437869822485204,338,184,154,1002951.1059810426,0.2951105981042609
12,17,10,0.7,18,13,18,1,1.9210526315789473,54.794520547945204,365,200,165,1005938.3140807204,0.5938314080720418
12,17,10,0.7,18,13,18,2,1.105263157894737,54.761904761904766,210,115,95,1010844.2876687809,1.084428766878089
12,17,10,0.7,18,15,12,1,6.010526315789473,52.1891418563923,1142,596,546,948789.8451359157,-5.1210154864084325
12,17,10,0.7,18,15,12,2,4.373684210526315,51.985559566786996,831,432,399,968351.760983785,-3.1648239016214967
12,17,10,0.7,18,15,14,1,4.478947368421053,54.406580493537014,851,463,388,1003232.3286922926,0.3232328692292562
12,17,10,0.7,18,15,14,2,3.0210526315789474,52.613240418118465,574,302,272,988467.0653937807,-1.1532934606219294
12,17,10,0.7,18,15,16,1,3.2263157894736842,54.48613376835236,613,334,279,1007700.1818412162,0.7700181841216167
12,17,10,0.7,18,15,16,2,1.9947368421052631,52.770448548812666,379,200,179,991942.8431914559,-0.8057156808544066
12,17,10,0.7,18,15,18,1,2.1,52.88220551378446,399,211,188,1000302.4200593679,0.030242005936789794
12,17,10,0.7,18,15,18,2,1.168421052631579,49.549549549549546,222,110,112,983931.4056956866,-1.6068594304313417
12,17,10,0.7,20,7,12,1,3.3473684210526318,49.056603773584904,636,312,324,939460.1249239462,-6.053987507605378
12,17,10,0.7,20,7,12,2,2.042105263157895,53.350515463917525,388,207,181,991823.5511756805,-0.8176448824319523
12,17,10,0.7,20,7,14,1,2.110526315789474,50.374064837905244,401,202,199,975764.7362119375,-2.4235263788062498
12,17,10,0.7,20,7,14,2,1.263157894736842,52.083333333333336,240,125,115,993565.9542629091,-0.643404573709087
12,17,10,0.7,20,7,16,1,1.4473684210526316,51.63636363636363,275,142,133,994327.1351334559,-0.5672864866544144
12,17,10,0.7,20,7,16,2,0.7421052631578947,55.319148936170215,141,78,63,1006005.128226681,0.600512822668103
12,17,10,0.7,20,7,18,1,0.8210526315789474,51.92307692307693,156,81,75,997055.5165685079,-0.2944483431492117
12,17,10,0.7,20,7,18,2,0.43157894736842106,57.3170731707317,82,47,35,1007641.1722117146,0.7641172211714554
12,17,10,0.7,20,9,12,1,4.031578947368421,52.34986945169713,766,401,365,972758.0621646767,-2.7241937835323276
12,17,10,0.7,20,9,12,2,2.705263157894737,51.75097276264592,514,266,248,977778.7651779405,-2.222123482205952
12,17,10,0.7,20,9,14,1,2.6842105263157894,51.5686274509804,510,263,247,984470.7073693154,-1.5529292630684561
12,17,10,0.7,20,9,14,2,1.631578947368421,53.5483870967742,310,166,144,994129.0408332621,-0.5870959166737856
12,17,10,0.7,20,9,16,1,1.6421052631578947,49.358974358974365,312,154,158,976743.4578623313,-2.32565421376687
12,17,10,0.7,20,9,16,2,0.9578947368421052,57.692307692307686,182,105,77,1011188.8043325152,1.1188804332515225
12,17,10,0.7,20,9,18,1,1.1,49.760765550239235,209,104,105,980181.3245789013,-1.9818675421098713
12,17,10,0.7,20,9,18,2,0.5421052631578948,55.33980582524271,103,57,46,1002213.9306191043,0.22139306191042998
12,17,10,0.7,20,11,12,1,4.7368421052631575,53.77777777777778,900,484,416,996133.1433448396,-0.38668566551604305
12,17,10,0.7,20,11,12,2,3.0526315789473686,54.65517241379311,580,317,263,1005386.2273151494,0.5386227315149386
12,17,10,0.7,20,11,14,1,3.042105263157895,53.46020761245674,578,309,269,1000436.1630340623,0.04361630340622505
12,17,10,0.7,20,11,14,2,1.931578947368421,54.76839237057221,367,201,166,1006259.8903505448,0.6259890350544826
12,17,10,0.7,20,11,16,1,1.9473684210526316,52.16216216216216,370,193,177,990467.8398219628,-0.9532160178037244
12,17,10,0.7,20,11,16,2,1.1789473684210525,57.14285714285714,224,128,96,1021599.384360088,2.1599384360088036
12,17,10,0.7,20,11,18,1,1.1842105263157894,54.22222222222223,225,122,103,1006331.2425313034,0.6331242531303433
12,17,10,0.7,20,11,18,2,0.7,59.3984962406015,133,79,54,1017976.5357780306,1.7976535778030638
12,17,10,0.7,20,13,12,1,5.089473684210526,53.05067218200621,967,513,454,979387.9981287502,-2.0612001871249754
12,17,10,0.7,20,13,12,2,3.4263157894736844,52.995391705069125,651,345,306,987172.5909191235,-1.2827409080876504
12,17,10,0.7,20,13,14,1,3.457894736842105,54.64231354642314,657,359,298,1007925.6042242805,0.7925604224280455
12,17,10,0.7,20,13,14,2,2.268421052631579,52.90023201856149,431,228,203,993724.9249893152,-0.6275075010684784
12,17,10,0.7,20,13,16,1,2.210526315789474,54.52380952380952,420,229,191,1006658.9102277354,0.665891022773541
12,17,10,0.7,20,13,16,2,1.3,53.441295546558706,247,132,115,1003333.8947024492,0.3333894702449208
12,17,10,0.7,20,13,18,1,1.3157894736842106,56.00000000000001,250,140,110,1016257.6971406557,1.6257697140655714
