ATR_PERIOD,ATR_MULTIPLIER,ADX_LENGTH,DI_DIFFERENCE_FILTER,DI_DIFFERENCE_LOOKBACK_PERIOD,trades_per_day,win_rate,total_trades,wins,losses,final_capital,profit_percentage
30,4,12,9,4,1.7210526315789474,53.21100917431193,327,174,153,986488.4925799113,-1.3511507420088746
30,4,12,9,5,1.5789473684210527,53.666666666666664,300,161,139,991066.4692869801,-0.8933530713019894
30,4,12,9,6,1.431578947368421,53.30882352941176,272,145,127,990857.0569657297,-0.9142943034270313
30,4,12,9,7,1.2789473684210526,54.32098765432099,243,132,111,999259.0155729874,-0.07409844270126195
30,4,12,9,8,1.1368421052631579,53.24074074074075,216,115,101,996141.7004933653,-0.3858299506634707
30,4,12,10,4,1.5947368421052632,52.14521452145215,303,158,145,982254.1487744862,-1.7745851225513847
30,4,12,10,5,1.431578947368421,52.20588235294118,272,142,130,983668.5560609109,-1.6331443939089074
30,4,12,10,6,1.2526315789473683,53.36134453781513,238,127,111,995866.1095453838,-0.4133890454616164
30,4,12,10,7,1.105263157894737,52.38095238095239,210,110,100,991559.1347453033,-0.8440865254696691
30,4,12,10,8,0.9631578947368421,51.36612021857923,183,94,89,989167.4694020437,-1.083253059795627
30,4,13,6,4,2.036842105263158,52.97157622739018,387,205,182,985350.7459289011,-1.464925407109887
30,4,13,6,5,1.8473684210526315,53.27635327635327,351,187,164,986961.9168374372,-1.3038083162562806
30,4,13,6,6,1.731578947368421,53.799392097264445,329,177,152,990977.6038428555,-0.9022396157144452
30,4,13,6,7,1.6210526315789473,54.22077922077923,308,167,141,996348.9777426007,-0.36510222573992795
30,4,13,6,8,1.5105263157894737,53.65853658536586,287,154,133,994023.0977314154,-0.5976902268584585
30,4,13,7,4,1.894736842105263,52.22222222222223,360,188,172,980187.4096220372,-1.9812590377962798
30,4,13,7,5,1.7263157894736842,53.65853658536586,328,176,152,991512.8658137249,-0.848713418627507
30,4,13,7,6,1.6157894736842104,54.071661237785015,307,166,141,995008.1411895392,-0.49918588104607764
30,4,13,7,7,1.4789473684210526,54.44839857651246,281,153,128,998696.2869719531,-0.13037130280468848
30,4,13,7,8,1.331578947368421,53.75494071146245,253,136,117,995796.5686709584,-0.42034313290416025
30,4,13,8,4,1.768421052631579,53.273809523809526,336,179,157,987251.1736262124,-1.2748826373787598
30,4,13,8,5,1.5947368421052632,53.46534653465347,303,162,141,989578.5019638065,-1.0421498036193544
30,4,13,8,6,1.5,53.68421052631579,285,153,132,994935.8851884874,-0.5064114811512641
30,4,13,8,7,1.2894736842105263,53.46938775510204,245,131,114,994630.4713251713,-0.5369528674828703
30,4,13,8,8,1.194736842105263,54.62555066079295,227,124,103,1003526.8308088384,0.3526830808838364
30,4,13,9,4,1.6368421052631579,53.054662379421224,311,165,146,985810.5196439908,-1.418948035600921
30,4,13,9,5,1.4789473684210526,53.02491103202846,281,149,132,988172.2442707457,-1.1827755729254334
30,4,13,9,6,1.305263157894737,54.03225806451613,248,134,114,997978.0334793539,-0.20219665206461213
30,4,13,9,7,1.1526315789473685,52.96803652968036,219,116,103,994901.643232032,-0.5098356767968042
30,4,13,9,8,0.9789473684210527,50.53763440860215,186,94,92,985803.1789204043,-1.4196821079595714
30,4,13,10,4,1.4947368421052631,53.87323943661971,284,153,131,993881.6496183883,-0.611835038161173
30,4,13,10,5,1.2736842105263158,53.30578512396694,242,129,113,994958.27450858,-0.5041725491420017
30,4,13,10,6,1.0894736842105264,53.14009661835749,207,110,97,995679.8427826037,-0.43201572173963065
30,4,13,10,7,1.0052631578947369,52.879581151832454,191,101,90,995752.1595418144,-0.4247840458185645
30,4,13,10,8,0.8526315789473684,50.0,162,81,81,987100.5746422247,-1.2899425357775296
30,4,14,6,4,1.9263157894736842,52.18579234972678,366,191,175,979739.0442191602,-2.0260955780839778
30,4,14,6,5,1.736842105263158,54.24242424242425,330,179,151,994043.799895861,-0.5956200104139047
30,4,14,6,6,1.6263157894736842,53.72168284789643,309,166,143,993113.4396664612,-0.68865603335388
30,4,14,6,7,1.5421052631578946,53.92491467576792,293,158,135,994312.6404942599,-0.568735950574011
30,4,14,6,8,1.3789473684210527,53.05343511450382,262,139,123,992288.7818769601,-0.7711218123039929
30,4,14,7,4,1.831578947368421,53.16091954022989,348,185,163,986636.2587045223,-1.3363741295477725
30,4,14,7,5,1.6368421052631579,54.662379421221864,311,170,141,996620.611651688,-0.3379388348312001
30,4,14,7,6,1.5473684210526315,54.421768707483,294,160,134,997898.3334548324,-0.21016665451675653
30,4,14,7,7,1.3368421052631578,53.54330708661418,254,136,118,995085.9158589252,-0.4914084141074796
30,4,14,7,8,1.2210526315789474,53.879310344827594,232,125,107,998814.5423775626,-0.11854576224373888
30,4,14,8,4,1.6736842105263159,53.144654088050316,318,169,149,986946.7618938856,-1.305323810611444
30,4,14,8,5,1.5052631578947369,53.14685314685315,286,152,134,988862.2711224317,-1.1137728877568267
30,4,14,8,6,1.3473684210526315,55.078125,256,141,115,1003200.9833886424,0.3200983388642431
30,4,14,8,7,1.194736842105263,53.30396475770925,227,121,106,995947.0340510418,-0.40529659489581826
30,4,14,8,8,1.0736842105263158,51.9607843137255,204,106,98,990682.5134950808,-0.9317486504919246
30,4,14,9,4,1.5157894736842106,52.43055555555556,288,151,137,983247.9108907975,-1.67520891092025
30,4,14,9,5,1.3,54.655870445344135,247,135,112,1001297.2859347245,0.12972859347244958
30,4,14,9,6,1.168421052631579,53.6036036036036,222,119,103,997282.0773677216,-0.2717922632278409
30,4,14,9,7,1.0368421052631578,51.776649746192895,197,102,95,991863.0771681638,-0.8136922831836156
30,4,14,9,8,0.9,50.29239766081871,171,86,85,987394.9485718812,-1.2605051428118836
30,4,14,10,4,1.368421052631579,54.230769230769226,260,141,119,998872.1854915689,-0.11278145084311256
30,4,14,10,5,1.105263157894737,53.333333333333336,210,112,98,996767.6533511588,-0.3232346648841165
30,4,14,10,6,1.0,51.578947368421055,190,98,92,991787.6638668961,-0.8212336133103935
30,4,14,10,7,0.868421052631579,50.90909090909091,165,84,81,990325.299565746,-0.9674700434254015
30,4,14,10,8,0.7263157894736842,46.3768115942029,138,64,74,978924.1392934542,-2.107586070654576
30,4,15,6,4,1.8631578947368421,52.824858757062145,354,187,167,984445.682004612,-1.5554317995387943
30,4,15,6,5,1.6631578947368422,54.11392405063291,316,171,145,993700.0007913063,-0.6299999208693742
30,4,15,6,6,1.563157894736842,53.87205387205387,297,160,137,994898.4569545796,-0.5101543045420432
30,4,15,6,7,1.4210526315789473,54.074074074074076,270,146,124,998134.303467948,-0.18656965320520102
30,4,15,6,8,1.2842105263157895,54.09836065573771,244,132,112,998362.9456475719,-0.16370543524280656
30,4,15,7,4,1.7263157894736842,53.65853658536586,328,176,152,989961.2770211198,-1.0038722978880164
30,4,15,7,5,1.5210526315789474,53.28719723183391,289,154,135,990421.9683996924,-0.9578031600307556
30,4,15,7,6,1.4210526315789473,54.074074074074076,270,146,124,997739.6601839846,-0.22603398160154467
30,4,15,7,7,1.2526315789473683,53.78151260504202,238,128,110,997539.1702005127,-0.24608297994872552
30,4,15,7,8,1.1368421052631579,53.70370370370371,216,116,100,998892.684616017,-0.11073153839829611
30,4,15,8,4,1.5578947368421052,52.702702702702695,296,156,140,984945.8480205614,-1.5054151979438612
30,4,15,8,5,1.4,53.75939849624061,266,143,123,996572.8989801938,-0.34271010198062285
30,4,15,8,6,1.2421052631578948,55.08474576271186,236,130,106,1004474.9824973479,0.44749824973478686
30,4,15,8,7,1.0894736842105264,52.17391304347826,207,108,99,992299.4074063142,-0.770059259368584
30,4,15,8,8,0.9631578947368421,49.72677595628415,183,91,92,984365.8387428782,-1.5634161257121828
30,4,15,9,4,1.4157894736842105,54.646840148698885,269,147,122,1000806.6273257075,0.08066273257074645
30,4,15,9,5,1.1842105263157894,53.77777777777778,225,121,104,997563.7939939763,-0.24362060060236834
30,4,15,9,6,1.063157894736842,52.97029702970298,202,107,95,996321.2026340794,-0.3678797365920618
30,4,15,9,7,0.9631578947368421,51.36612021857923,183,94,89,989961.7883872698,-1.003821161273017
30,4,15,9,8,0.7789473684210526,49.32432432432432,148,73,75,986401.0429109477,-1.3598957089052301
30,4,15,10,4,1.236842105263158,54.8936170212766,235,129,106,1002260.173802964,0.22601738029640403
30,4,15,10,5,1.0,52.10526315789473,190,99,91,992196.352258232,-0.7803647741768043
30,4,15,10,6,0.8894736842105263,52.071005917159766,169,88,81,995340.4205355487,-0.4659579464451293
30,4,15,10,7,0.7210526315789474,48.175182481751825,137,66,71,985180.3635922755,-1.4819636407724466
30,4,15,10,8,0.6105263157894737,50.86206896551724,116,59,57,994300.0411626031,-0.5699958837396931
30,4,16,6,4,1.7947368421052632,53.95894428152492,341,184,157,991623.7421334211,-0.8376257866578875
30,4,16,6,5,1.5947368421052632,53.135313531353134,303,161,142,990162.3311266433,-0.9837668873356655
30,4,16,6,6,1.4842105263157894,54.60992907801418,282,154,128,998782.0207364438,-0.12179792635561898
30,4,16,6,7,1.3157894736842106,54.800000000000004,250,137,113,1002218.5610587875,0.22185610587875126
30,4,16,6,8,1.2105263157894737,53.91304347826087,230,124,106,999303.0468317949,-0.06969531682051021
30,4,16,7,4,1.605263157894737,52.459016393442624,305,160,145,983949.2726634917,-1.605072733650834
30,4,16,7,5,1.4473684210526316,52.72727272727272,275,145,130,989700.9509897963,-1.0299049010203687
30,4,16,7,6,1.2947368421052632,53.65853658536586,246,132,114,996366.323924162,-0.36336760758380404
30,4,16,7,7,1.1368421052631579,51.85185185185185,216,112,104,990519.4663602045,-0.9480533639795495
30,4,16,7,8,1.0105263157894737,50.520833333333336,192,97,95,986601.1475693261,-1.3398852430673898
30,4,16,8,4,1.4263157894736842,53.874538745387454,271,146,125,995391.3049980203,-0.46086950019797074
30,4,16,8,5,1.2578947368421052,53.55648535564853,239,128,111,996239.2566979527,-0.37607433020472525
30,4,16,8,6,1.1368421052631579,53.70370370370371,216,116,100,998288.841365229,-0.1711158634771011
30,4,16,8,7,1.0421052631578946,50.505050505050505,198,100,98,985997.9271279294,-1.4002072872070594
30,4,16,8,8,0.9,49.122807017543856,171,84,87,984550.8876163487,-1.5449112383651316
30,4,16,9,4,1.3157894736842106,53.2,250,133,117,992960.529801896,-0.7039470198104042
30,4,16,9,5,1.0894736842105264,54.589371980676326,207,113,94,1001835.9311049491,0.18359311049490934
30,4,16,9,6,0.9421052631578948,51.955307262569825,179,93,86,993577.3109649244,-0.64226890350756
30,4,16,9,7,0.8,50.0,152,76,76,989788.6291430852,-1.0211370856914788
30,4,16,9,8,0.6894736842105263,50.38167938931297,131,66,65,991497.6738427834,-0.8502326157216565
30,4,16,10,4,1.105263157894737,53.80952380952381,210,113,97,998900.052745023,-0.10999472549769562
30,4,16,10,5,0.9052631578947369,50.58139534883721,172,87,85,989784.4441652672,-1.0215555834732832
30,4,16,10,6,0.7842105263157895,52.348993288590606,149,78,71,998410.712015995,-0.15892879840049426
30,4,16,10,7,0.6210526315789474,50.847457627118644,118,60,58,995206.8028857646,-0.4793197114235372
30,4,16,10,8,0.5368421052631579,51.9607843137255,102,53,49,997355.5245272364,-0.2644475472763646
30,4,17,6,4,1.6842105263157894,52.1875,320,167,153,981925.5670564857,-1.8074432943514316
30,4,17,6,5,1.5263157894736843,53.44827586206896,290,155,135,992964.0464982556,-0.7035953501744429
30,4,17,6,6,1.4052631578947368,53.558052434456926,267,143,124,995395.8118530605,-0.4604188146939501
30,4,17,6,7,1.236842105263158,55.319148936170215,235,130,105,1005588.0253594804,0.5588025359480409
30,4,17,6,8,1.1736842105263159,53.36322869955157,223,119,104,996746.4343613645,-0.32535656386355405
30,4,17,7,4,1.5473684210526315,54.08163265306123,294,159,135,996919.6670407518,-0.30803329592482187
30,4,17,7,5,1.3631578947368421,52.123552123552116,259,135,124,988478.5627396321,-1.1521437260367906
30,4,17,7,6,1.2263157894736842,55.793991416309005,233,130,103,1008431.1681836995,0.8431168183699483
30,4,17,7,7,1.0842105263157895,51.94174757281553,206,107,99,991524.7368239999,-0.8475263176000095
30,4,17,7,8,0.968421052631579,50.0,184,92,92,986779.6099753832,-1.3220390024616848
30,4,17,8,4,1.3526315789473684,52.918287937743195,257,136,121,991260.3449282869,-0.8739655071713146
30,4,17,8,5,1.1736842105263159,55.15695067264574,223,123,100,1004152.5736704321,0.4152573670432088
30,4,17,8,6,1.0842105263157895,53.883495145631066,206,111,95,1001405.1025104206,0.14051025104206055
30,4,17,8,7,0.9315789473684211,50.282485875706215,177,89,88,988066.5340878187,-1.1933465912181302
30,4,17,8,8,0.7789473684210526,48.64864864864865,148,72,76,983528.0126399096,-1.6471987360090368
30,4,17,9,4,1.194736842105263,55.06607929515418,227,125,102,1003878.3089526385,0.387830895263853
30,4,17,9,5,1.0,54.736842105263165,190,104,86,1004312.081655334,0.4312081655333983
30,4,17,9,6,0.8631578947368421,51.21951219512195,164,84,80,993316.3150262178,-0.6683684973782161
30,4,17,9,7,0.6842105263157895,49.23076923076923,130,64,66,990132.2352052794,-0.986776479472057
30,4,17,9,8,0.6157894736842106,49.572649572649574,117,58,59,991644.445918464,-0.8355554081536015
30,4,17,10,4,0.9631578947368421,53.00546448087432,183,97,86,997566.8023109846,-0.24331976890154183
30,4,17,10,5,0.8210526315789474,51.92307692307693,156,81,75,996911.3824793382,-0.3088617520661792
30,4,17,10,6,0.6578947368421053,51.2,125,64,61,995069.26404002,-0.4930735959980055
30,4,17,10,7,0.5684210526315789,50.0,108,54,54,992867.4158362049,-0.7132584163795108
30,4,17,10,8,0.46842105263157896,50.56179775280899,89,45,44,994189.0829381021,-0.5810917061897926
30,4,18,6,4,1.631578947368421,53.5483870967742,310,166,144,991848.4635298192,-0.8151536470180843
30,4,18,6,5,1.4263157894736842,52.02952029520295,271,141,130,987350.7265681783,-1.2649273431821726
30,4,18,6,6,1.3105263157894738,54.21686746987952,249,135,114,998548.823349236,-0.14511766507639548
30,4,18,6,7,1.1631578947368422,52.94117647058824,221,117,104,995616.8810606844,-0.43831189393155506
30,4,18,6,8,1.0736842105263158,51.9607843137255,204,106,98,992094.438162589,-0.7905561837411019
30,4,18,7,4,1.4578947368421054,53.79061371841155,277,149,128,995298.0307222148,-0.47019692777851596
30,4,18,7,5,1.2473684210526317,55.27426160337553,237,131,106,1004873.7872837847,0.487378728378471
30,4,18,7,6,1.1631578947368422,56.10859728506787,221,124,97,1010539.387276533,1.0539387276532943
30,4,18,7,7,1.0210526315789474,50.51546391752577,194,98,96,987315.2332172294,-1.2684766782770631
30,4,18,7,8,0.868421052631579,48.484848484848484,165,80,85,982905.1012471906,-1.7094898752809384
30,4,18,8,4,1.2789473684210526,53.49794238683128,243,130,113,996401.3278947083,-0.3598672105291742
30,4,18,8,5,1.1,55.02392344497608,209,115,94,1005279.0718243254,0.5279071824325364
30,4,18,8,6,0.9421052631578948,50.83798882681564,179,91,88,990687.8238684427,-0.9312176131557324
30,4,18,8,7,0.7947368421052632,49.00662251655629,151,74,77,988067.2010342547,-1.1932798965745257
30,4,18,8,8,0.6894736842105263,48.854961832061065,131,64,67,988580.0053203009,-1.141999467969907
30,4,18,9,4,1.0736842105263158,54.41176470588235,204,111,93,1001959.8784316902,0.19598784316901585
30,4,18,9,5,0.8894736842105263,52.071005917159766,169,88,81,997066.132696343,-0.2933867303656996
30,4,18,9,6,0.7473684210526316,51.40845070422535,142,73,69,995019.1993649375,-0.4980800635062507
30,4,18,9,7,0.6473684210526316,50.40650406504065,123,62,61,993735.9782894865,-0.6264021710513509
30,4,18,9,8,0.5157894736842106,50.0,98,49,49,992900.9359688935,-0.7099064031106537
30,4,18,10,4,0.8894736842105263,52.071005917159766,169,88,81,995409.3112752088,-0.45906887247911654
30,4,18,10,5,0.6947368421052632,51.515151515151516,132,68,64,996413.3727843659,-0.35866272156341
30,4,18,10,6,0.5684210526315789,49.074074074074076,108,53,55,991643.8125029276,-0.8356187497072388
30,4,18,10,7,0.4842105263157895,48.91304347826087,92,45,47,992158.3684080751,-0.7841631591924932
30,4,18,10,8,0.4105263157894737,50.0,78,39,39,993819.8063036941,-0.6180193696305855
30,5,10,6,4,1.9736842105263157,55.46666666666666,375,208,167,1004637.6356882484,0.46376356882484393
30,5,10,6,5,1.8894736842105264,54.874651810584965,359,197,162,1001575.8419638625,0.15758419638625346
30,5,10,6,6,1.8,55.84795321637427,342,191,151,1009300.6455136965,0.9300645513696479
30,5,10,6,7,1.7210526315789474,56.88073394495413,327,186,141,1014588.8150712765,1.4588815071276506
30,5,10,6,8,1.6842105263157894,57.49999999999999,320,184,136,1016975.423430809,1.6975423430809051
30,5,10,7,4,1.931578947368421,54.76839237057221,367,201,166,999651.9863588219,-0.034801364117814225
30,5,10,7,5,1.8578947368421053,56.09065155807366,353,198,155,1011754.488648735,1.1754488648734986
30,5,10,7,6,1.7578947368421052,56.287425149700596,334,188,146,1011462.828364865,1.1462828364865039
30,5,10,7,7,1.6526315789473685,56.68789808917197,314,178,136,1012094.0947087213,1.209409470872127
30,5,10,7,8,1.5947368421052632,57.0957095709571,303,173,130,1012647.3448639979,1.264734486399789
30,5,10,8,4,1.8789473684210527,54.621848739495796,357,195,162,999771.0068520356,-0.022899314796435647
30,5,10,8,5,1.7947368421052632,55.718475073313776,341,190,151,1008669.4790665783,0.8669479066578322
30,5,10,8,6,1.6789473684210525,57.36677115987461,319,183,136,1017387.182155852,1.7387182155851975
30,5,10,8,7,1.5947368421052632,56.43564356435643,303,171,132,1008994.3204327917,0.8994320432791719
30,5,10,8,8,1.5157894736842106,55.90277777777778,288,161,127,1005306.4195530403,0.5306419553040294
30,5,10,9,4,1.8526315789473684,54.82954545454546,352,193,159,1001802.8692696671,0.18028692696670767
30,5,10,9,5,1.7,54.79876160990712,323,177,146,1002141.0202283598,0.21410202283598484
30,5,10,9,6,1.5736842105263158,55.852842809364546,299,167,132,1007669.5269666271,0.7669526966627105
30,5,10,9,7,1.5157894736842106,55.208333333333336,288,159,129,1002175.0859614817,0.21750859614816728
30,5,10,9,8,1.4,54.51127819548872,266,145,121,997535.5132333325,-0.24644867666674544
30,5,10,10,4,1.7473684210526317,55.12048192771084,332,183,149,1003240.5889356713,0.3240588935671258
30,5,10,10,5,1.631578947368421,55.483870967741936,310,172,138,1005479.1274379366,0.5479127437936607
30,5,10,10,6,1.5,56.14035087719298,285,160,125,1008220.527990338,0.8220527990338042
30,5,10,10,7,1.3842105263157896,55.13307984790875,263,145,118,1001731.1090389435,0.17311090389435413
30,5,10,10,8,1.2947368421052632,53.65853658536586,246,132,114,994596.8595140841,-0.5403140485915937
30,5,11,6,4,1.9421052631578948,55.28455284552846,369,204,165,1004830.7616050296,0.4830761605029576
30,5,11,6,5,1.8526315789473684,56.53409090909091,352,199,153,1014327.9643558405,1.4327964355840463
30,5,11,6,6,1.7578947368421052,56.287425149700596,334,188,146,1011514.0186833148,1.1514018683314788
30,5,11,6,7,1.6789473684210525,57.68025078369906,319,184,135,1017207.8619488148,1.7207861948814827
30,5,11,6,8,1.631578947368421,57.74193548387097,310,179,131,1017533.339334815,1.7533339334815041
30,5,11,7,4,1.8736842105263158,55.0561797752809,356,196,160,1003703.1528669858,0.3703152866985765
30,5,11,7,5,1.7947368421052632,56.01173020527859,341,191,150,1009909.1215945132,0.9909121594513185
30,5,11,7,6,1.6578947368421053,56.19047619047619,315,177,138,1009561.6174556108,0.9561617455610772
30,5,11,7,7,1.6157894736842104,56.35179153094463,307,173,134,1009705.7695304605,0.9705769530460472
30,5,11,7,8,1.5210526315789474,56.05536332179931,289,162,127,1005850.0529878289,0.5850052987828851
30,5,11,8,4,1.8210526315789475,54.33526011560693,346,188,158,997892.7346705542,-0.21072653294458288
30,5,11,8,5,1.731578947368421,55.319148936170215,329,182,147,1005304.9184030276,0.5304918403027579
30,5,11,8,6,1.6105263157894736,56.86274509803921,306,174,132,1012834.1208328811,1.2834120832881075
30,5,11,8,7,1.5263157894736843,55.51724137931034,290,161,129,1003560.5909412836,0.3560590941283619
30,5,11,8,8,1.436842105263158,54.57875457875458,273,149,124,996761.2677366118,-0.3238732263388229
30,5,11,9,4,1.7526315789473683,54.95495495495496,333,183,150,1001354.3287277714,0.13543287277714117
30,5,11,9,5,1.6263157894736842,55.33980582524271,309,171,138,1005051.1419540383,0.5051141954038292
30,5,11,9,6,1.5157894736842106,56.59722222222222,288,163,125,1010384.6848746852,1.0384684874685248
30,5,11,9,7,1.4,54.13533834586466,266,144,122,994753.7235585022,-0.5246276441497845
30,5,11,9,8,1.2947368421052632,52.4390243902439,246,129,117,987442.8049977539,-1.2557195002246067
30,5,11,10,4,1.6631578947368422,56.32911392405063,316,178,138,1009895.1821625705,0.9895182162570534
30,5,11,10,5,1.5210526315789474,56.05536332179931,289,162,127,1008097.6704345277,0.8097670434527681
30,5,11,10,6,1.368421052631579,54.230769230769226,260,141,119,995739.9447577685,-0.4260055242231465
30,5,11,10,7,1.2736842105263158,53.30578512396694,242,129,113,992005.7982359475,-0.7994201764052501
30,5,11,10,8,1.168421052631579,54.5045045045045,222,121,101,997630.6252153798,-0.2369374784620246
